,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,700.2440802050738,496.1518516347075,498.42353322968637,494.71276542175764,508.45367325888384,500.76182558269204,704.2545784606979,568.8847771617693,619.4580744329918,699.1640919117049,598.9330226219155,440.97821800208646,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,468.6804999546279,543.5275315631964,525.4767768912099,469.3022902518059,490.4817029752066,521.2989804732067,704.0217820332937,575.6931107290114,618.851836028823,695.9073875541302,597.5926690859403,438.9981497748927,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,671.4245655263189,485.27110056244965,651.9334938737584,671.3556521889741,443.4011551941734,358.2159913095093,510.58991459953387,690.4677199855478,697.0966911465368,685.1672944338196,702.0294963875789,694.3656166796003,
2,677.6812505253223,492.73848895017903,653.8758383279085,653.2462034307204,434.2620724189507,353.15518822570624,421.0840073571866,504.27806261536017,664.490783086628,620.6776727518545,650.3207187861944,738.8139107871448,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,702.1809352692226,683.0818857684665,327.9152268345707,703.8560156759819,497.22093011382105,301.93309577053293,440.9984279562503,542.7222558725573,518.7385545312184,393.1948842345101,640.3094144808631,678.5989231239829,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,699.7851296375584,687.6068877340147,321.10148500242025,707.8333415126921,500.2790929023243,298.2472690541672,457.4459565329328,510.58844971460576,505.2840941508518,345.23208956590383,492.49075520739535,491.8979084197943,
3,699.7851296375584,687.6068877340147,321.10148500242025,707.8333415126921,500.2790929023243,298.2472690541672,457.4459565329328,510.58844971460576,505.2840941508518,345.23208956590383,492.49075520739535,491.8979084197943,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,295.3631747102314,340.83463554535723,292.9666469238593,488.7288978371597,673.9890607131732,500.7449041472179,413.6643514131277,616.4207419392006,541.1007431235039,410.95875455648746,422.44112776846816,443.29666003452724,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,291.2182750046406,345.1491907252535,304.4518695453063,483.7857865400282,509.18636879883945,641.4513417808873,401.95742263657615,619.4862140248904,544.8719835382459,418.0740602886274,420.9075724030966,443.54116904703403,
