,light1,light2,light3,light4,light5,light6,light7,light8,light9,
309,730.0495008472802,1200.0,205.1654870054572,0.0,0.0,0.0,726.7971727787581,1200.0,396.86468774083414,
310,730.0527165533193,1200.0,205.16235608627483,0.0,0.0,0.0,726.7947439862694,1200.0,396.86706986950503,
311,730.0527166059019,1200.0,205.1623560350811,0.0,0.0,0.0,726.7947439467756,1200.0,396.8670699082329,
312,730.05271660615,1200.0,205.16235603483955,0.0,0.0,0.0,726.7947439465895,1200.0,396.86706990841543,
318,730.119243725854,1200.0,205.0973133205938,0.0,0.0,0.0,726.7188180675352,1200.0,396.9423529165324,
319,698.4412936862315,1200.0,425.6104343074478,0.0,0.0,0.0,738.3458859358701,1200.0,381.8638094135524,
337,696.7868076503767,1200.0,420.18411879655594,0.0,0.0,0.0,702.5068244519538,1200.0,486.03178459022007,
338,672.8305334487295,1200.0,422.1019050347325,0.0,0.0,0.0,708.1393273312729,1200.0,491.378155321211,
341,673.2790060739432,1200.0,421.60223287933866,0.0,0.0,0.0,707.2496685024729,1200.0,492.47666360815197,
345,675.0916595336732,1200.0,428.7969970545413,0.0,0.0,0.0,693.9074906875841,1200.0,479.8676518415347,
388,675.3501130739231,1200.0,428.51876294221347,0.0,0.0,0.0,692.9666172627592,1200.0,480.944823953972,
657,675.34203323636,1200.0,428.52651332644905,0.0,0.0,0.0,692.945369781029,1200.0,480.96934646500836,
665,675.2988762196125,1200.0,428.56954627069655,0.0,0.0,0.0,692.919225018166,1200.0,480.99998962871194,
931,675.2971225180337,1200.0,428.5713150883457,0.0,0.0,0.0,692.9192391009937,1200.0,480.99999818874386,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,979.8102505648319,0.0,0.0,1200.0,912.9999384802996,0.0,0.0,0.0,0.0,
7,1047.637753221598,0.0,0.0,1199.711934651464,960.6911145355452,0.0,0.0,0.0,0.0,
21,975.7796440745853,0.0,0.0,1194.5495893507525,974.3189846458368,0.0,0.0,0.0,0.0,
25,973.5257768580144,0.0,0.0,1195.522861812449,974.780303194163,0.0,0.0,0.0,0.0,
29,934.9998028063134,0.0,0.0,1200.0,979.0957913567339,0.0,0.0,0.0,0.0,
36,934.9997837623808,0.0,0.0,1199.0079326874718,979.7716290340496,0.0,0.0,0.0,0.0,
44,1192.6575845520583,0.0,0.0,563.2599403947636,1113.378974004599,0.0,0.0,0.0,287.5602720460987,
45,1200.0,0.0,0.0,533.8512023373743,1124.2958842743926,0.0,0.0,0.0,288.5324253513419,
48,1200.0,0.0,0.0,519.7563955997857,1131.2969383819516,0.0,0.0,0.0,285.86794599236674,
50,1200.0,0.0,0.0,511.9092805329232,1132.9999886661844,0.0,0.0,0.0,292.76392421757834,
54,1200.0,0.0,0.0,510.21453113925025,1130.999998797718,0.0,0.0,0.0,293.5966808010832,
57,1200.0,0.0,0.0,509.9651140738226,1131.2994132264341,0.0,0.0,0.0,292.79782756433843,
58,1200.0,0.0,0.0,750.93295219407,1107.3140984695171,0.0,0.0,0.0,268.32370230031046,
61,1200.0,0.0,0.0,751.4972125600506,1106.9999396166859,0.0,0.0,0.0,268.4071168454986,
64,1200.0,0.0,0.0,818.975146345347,1054.7890143165673,0.0,0.0,0.0,302.494132277768,
67,1200.0,0.0,0.0,793.6677318499978,1064.9635430602102,0.0,0.0,0.0,307.999822840713,
71,1200.0,17.533041522054184,0.0,770.9998004495039,1067.8641893764207,0.0,0.0,0.0,306.98000068527483,
73,1200.0,24.42732630589961,0.0,707.8798931436525,1093.999902916843,0.0,0.0,0.0,307.8385858505817,
114,1200.0,11.72326662973057,0.0,677.858972991069,1108.0000250186192,0.0,0.0,0.0,285.159896394697,
115,1200.0,16.27229831830122,0.0,672.7391027554588,1108.9065556744474,0.0,0.0,0.0,285.6178752377074,
121,1200.0,17.99989873581823,0.0,665.5271347199192,1111.5009562409352,0.0,0.0,0.0,286.00598794558516,
122,1200.0,21.00002924561065,0.0,664.1103815356269,1106.9838780846535,0.0,0.0,0.0,283.7174112670561,
123,1200.0,14.951847740273681,0.0,649.6167119543019,1083.6144552142962,0.0,0.0,0.0,328.0000998046363,
127,1200.0,11.000001348683504,0.0,555.6237151988453,1115.5669047572746,0.0,0.0,0.0,315.92656725881335,
130,1200.0,8.192394063383254,0.0,506.8080778309582,1136.9999745546631,0.0,0.0,0.0,305.1323111892563,
135,1200.0,8.257020425685274,0.0,505.999854309502,1137.5660753934008,0.0,0.0,0.0,304.42573216165965,
144,1200.0,9.912501347557955,0.0,497.999838314726,1140.928458133954,0.0,0.0,0.0,305.20921337181727,
148,1200.0,14.130074600426822,0.0,479.2861500510917,1147.4430118263222,0.0,0.0,0.0,310.72151337820287,
156,1200.0,11.623071527037544,0.0,498.8684359869886,1140.0000031402687,0.0,0.0,0.0,305.2923229876006,
178,1200.0,15.921289517460938,0.0,486.5744715335685,1146.6099187131852,0.0,0.0,0.0,291.5074250625439,
183,1200.0,15.444785286710307,0.0,484.68723071058446,1148.9999015461456,0.0,0.0,0.0,288.1235947118863,
185,1200.0,16.307284987144623,0.0,482.7760826381425,1149.4462057083822,0.0,0.0,0.0,288.4276693631562,
190,1200.0,17.892598788845824,0.0,477.70649321575826,1151.0000221852742,0.0,0.0,0.0,289.75892513772396,
208,1200.0,20.861915684893454,0.0,472.7927131216572,1151.000038923638,0.0,0.0,0.0,293.4090795728003,
211,1200.0,22.99998898420105,0.0,465.6045737936394,1152.568812112553,0.0,0.0,0.0,297.968612509774,
224,1200.0,27.8087228648858,0.0,443.0001194204931,1162.799135070608,0.0,0.0,0.0,298.6313452692522,
228,1200.0,28.999923665284378,0.0,439.8007223321895,1166.7921908928595,0.0,0.0,0.0,283.9949797694212,
239,1200.0,28.980463598390582,0.0,438.7206098477241,1167.9998406172353,0.0,0.0,0.0,282.1729846846857,
345,1200.0,27.744620615216917,0.0,444.54766517610415,1165.474679181415,0.0,0.0,0.0,281.81599086727965,
439,1200.0,27.883693496192503,0.0,443.60644083648475,1165.8998533385538,0.0,0.0,0.0,281.6528079947845,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,519.7343898006177,817.9077479989019,0.0,0.0,0.0,1200.0,0.0,597.3195416809112,1200.0,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,488.99989000068734,832.3207137590592,0.0,0.0,0.0,1200.0,0.0,576.1037397336283,1200.0,
3,487.83456750496765,833.1722028856299,0.0,0.0,0.0,1200.0,0.0,576.0000154110949,1200.0,
8,486.99102259819955,833.999812538261,0.0,0.0,0.0,1200.0,0.0,575.9132888574849,1200.0,
13,240.52567721250233,1003.9437664476801,0.0,0.0,0.0,1200.0,0.0,589.0101353015763,1200.0,
15,267.5827974810825,963.6714635075798,0.0,0.0,0.0,1200.0,0.0,565.6336632548272,1200.0,
20,253.70072800970888,969.8814484041924,0.0,0.0,0.0,1200.0,0.0,566.3285122018119,1200.0,
21,451.82248861783984,846.7429117556933,0.0,0.0,0.0,1200.0,0.0,519.2590209493734,1200.0,
34,372.99993969368285,963.371432501657,0.0,0.0,0.0,1200.0,0.0,518.302998414328,1200.0,
37,371.9998362903367,961.725993278611,0.0,0.0,0.0,1200.0,0.0,562.1346402898193,1200.0,
39,379.91069367795444,946.2632260970539,0.0,0.0,0.0,1200.0,0.0,565.4746163874424,1200.0,
41,405.15425548480357,926.2155846423914,0.0,0.0,0.0,1200.0,0.0,567.1191667059851,1200.0,
42,405.44091277355176,926.0616530472831,0.0,0.0,0.0,1200.0,0.0,567.111386737166,1200.0,
43,405.4436720115534,926.0601713689043,0.0,0.0,0.0,1200.0,0.0,567.1113118505804,1200.0,
45,404.3842876867782,926.629048300859,0.0,0.0,0.0,1200.0,0.0,567.140063873772,1200.0,
48,404.67242529608933,926.8690251495557,0.0,0.0,0.0,1200.0,0.0,567.0000036448213,1200.0,
59,401.13420633351024,928.3753700555827,0.0,0.0,0.0,1200.0,0.0,567.2691448471705,1200.0,
63,405.95626067367436,924.2595288233387,0.0,0.0,0.0,1200.0,0.0,623.3258374320808,1200.0,
64,405.9976063036838,924.2373143712645,0.0,0.0,0.0,1200.0,0.0,623.3246512058375,1200.0,
65,0.0,1171.1119559597837,0.0,0.0,0.0,1200.0,0.0,642.762751570866,1200.0,
73,0.0,1171.000019317191,0.0,0.0,0.0,1200.0,0.0,642.8900415469465,1200.0,
78,0.0,1196.0357641226221,0.0,0.0,0.0,1155.7270837280769,0.0,668.3939323615793,1200.0,
88,0.0,1195.5219656836089,0.0,0.0,0.0,1156.81943451645,0.0,668.095337542808,1200.0,
95,0.0,1195.418026009739,0.0,0.0,0.0,1156.862160390677,0.0,667.9879662420558,1200.0,
114,0.0,908.7151550798742,451.77777737408735,0.0,0.0,1200.0,0.0,652.6979779116249,1200.0,
116,0.0,958.2418796531526,230.80256327990796,0.0,0.0,1200.0,0.0,670.7617753601712,1200.0,
118,0.0,959.2103422004847,228.70447923074164,0.0,0.0,1200.0,0.0,670.8185934921032,1200.0,
123,0.0,965.664706404437,214.04607325964383,0.0,0.0,1200.0,0.0,671.99993738252,1200.0,
157,0.0,959.355715735081,222.99989975523368,0.0,0.0,1200.0,0.0,737.789571307009,1200.0,
159,0.0,959.3557150019259,222.99990145004858,0.0,0.0,1200.0,0.0,737.7895711880182,1200.0,
165,0.0,964.8965091867948,163.463141664034,0.0,0.0,1200.0,0.0,706.5484691288484,1200.0,
169,0.0,966.1357172909474,160.65553386447235,0.0,0.0,1200.0,0.0,706.7186028757901,1200.0,
177,0.0,967.977901090538,157.99987406235422,0.0,0.0,1200.0,0.0,706.9232124514733,1200.0,
186,0.0,966.5764651230463,67.99990863361657,0.0,0.0,1200.0,0.0,665.4312690979631,1200.0,
190,0.0,966.5764642024883,67.99991076301828,0.0,0.0,1200.0,0.0,665.4312689487405,1200.0,
194,0.0,966.5764604778443,67.99991937873536,0.0,0.0,1200.0,0.0,665.4312683449754,1200.0,
197,0.0,969.7128360173152,60.10845544898011,0.0,0.0,1200.0,0.0,666.4972564774818,1200.0,
202,0.0,974.3854034625599,60.838758209256895,0.0,0.0,1200.0,0.0,625.999918638952,1200.0,
208,0.0,969.0982298031314,75.28312038395451,0.0,0.0,1200.0,0.0,625.0822604752808,1200.0,
222,0.0,968.4673193118178,77.4721245515757,0.0,0.0,1200.0,0.0,624.9999667179306,1200.0,
228,0.0,967.9626963810714,77.78309106510777,0.0,0.0,1200.0,0.0,624.9999855014082,1200.0,
268,0.0,969.9999983627291,72.87752341605932,0.0,0.0,1200.0,0.0,625.4915795439055,1200.0,
