45,Down:Mid:Down:Mid:,Up:Up:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Down:Up:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Mid:,
48,Down:Mid:Down:Mid:,Up:Up:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Down:Up:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Mid:,
59,Down:Mid:Down:Mid:,Up:Up:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Mid:,
63,Down:Mid:Down:Mid:,Up:Up:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Down:Down:,Up:Mid:Mid:Mid:,
64,Down:Mid:Down:Mid:,Up:Up:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Down:Down:,Up:Mid:Mid:Mid:,
65,Down:Mid:Down:Mid:,Up:Up:Up:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Down:Down:,Up:Mid:Mid:Mid:,
73,Down:Mid:Down:Mid:,Up:Up:Up:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Down:Down:,Up:Mid:Mid:Mid:,
78,Down:Mid:Down:Mid:,Up:Up:Up:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Mid:Down:Down:,Up:Mid:Mid:Mid:,
88,Down:Mid:Down:Mid:,Up:Up:Up:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Mid:Down:Down:,Up:Mid:Mid:Mid:,
95,Down:Mid:Down:Mid:,Up:Up:Up:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Mid:Down:Down:,Up:Mid:Mid:Mid:,
114,Down:Mid:Down:Mid:,Up:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Mid:Down:Down:,Up:Mid:Mid:Mid:,
116,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Mid:Down:Down:,Up:Mid:Mid:Mid:,
118,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Up:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Mid:Down:Down:,Up:Mid:Mid:Mid:,
123,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Down:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Mid:Down:Down:,Up:Mid:Mid:Mid:,
157,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Down:Down:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
159,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Down:Down:Up:,Mid:Up:Up:Mid:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
165,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Down:Down:Up:,Mid:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
169,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Down:Down:Up:,Mid:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
177,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Down:Down:Up:,Mid:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
186,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Down:Down:Up:,Up:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
190,Down:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Down:Down:Up:,Up:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
194,Up:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Down:Down:Up:,Up:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
197,Up:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Up:Mid:Up:Down:,Mid:Down:Down:Up:,Up:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Up:Down:Down:,Up:Mid:Mid:Mid:,
202,Up:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Mid:Mid:,Up:Mid:Up:Down:,Mid:Down:Down:Up:,Up:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Down:Down:Down:,Up:Mid:Mid:Mid:,
208,Up:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Up:Down:,Mid:Down:Down:Up:,Up:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Down:Down:Down:,Up:Mid:Mid:Mid:,
222,Up:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Up:Down:,Mid:Up:Down:Up:,Up:Up:Up:Up:,Mid:Mid:Up:Up:,Down:Down:Down:Down:,Up:Mid:Mid:Mid:,
228,Up:Mid:Down:Mid:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Up:Down:,Mid:Up:Down:Up:,Up:Up:Up:Up:,Mid:Down:Up:Up:,Down:Down:Down:Down:,Up:Mid:Mid:Mid:,
268,Up:Mid:Down:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Up:Down:,Mid:Up:Down:Up:,Up:Up:Up:Up:,Mid:Down:Up:Up:,Down:Down:Down:Down:,Up:Mid:Mid:Mid:,
