,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,1200.0,1082.9986533565607,0.0,0.0,0.0,0.0,1200.0,1094.9999260238951,0.0,
2,1200.0,1168.4850635565,0.0,0.0,0.0,0.0,1200.0,1096.3955099833302,0.0,
3,1200.0,1136.719869235072,0.0,0.0,0.0,0.0,1200.0,1105.3344336714395,0.0,
12,1200.0,1135.8064909700934,0.0,0.0,0.0,0.0,1200.0,1105.7758588318202,0.0,
14,1200.0,1143.7110316792355,0.0,0.0,0.0,0.0,1200.0,1087.4467935254818,0.0,
16,1200.0,1145.2899626824212,0.0,0.0,0.0,0.0,1200.0,1173.8615493435775,0.0,
17,1200.0,1184.1692711361611,0.0,0.0,0.0,0.0,820.4193411639586,1200.0,206.3053980728251,
18,1200.0,1184.1691806044296,0.0,0.0,0.0,0.0,820.4133687014833,1200.0,206.3125186947853,
19,1200.0,1184.1691806033375,0.0,0.0,0.0,0.0,820.4133686294075,1200.0,206.31251878071677,
39,1200.0,1183.9999901588521,0.0,0.0,0.0,0.0,826.5177548450903,1200.0,200.85516754275872,
42,1200.0,1185.6781970595353,0.0,0.0,0.0,0.0,794.4257357780489,1200.0,210.89192119989104,
44,1200.0,1185.678196698118,0.0,0.0,0.0,0.0,794.4257856390618,1200.0,210.89187187324939,
46,1200.0,1185.6781962519126,0.0,0.0,0.0,0.0,794.4258471975315,1200.0,210.89181097451655,
49,1200.0,1192.4133479637414,0.0,0.0,0.0,0.0,771.9998222358245,1200.0,193.71713277514763,
56,1200.0,1193.0172083178697,0.0,0.0,0.0,0.0,764.5713508397099,1200.0,199.15456715789935,
61,1200.0,1193.4332779659715,0.0,0.0,0.0,0.0,762.7338540245121,1200.0,197.58374298901663,
66,839.6893715508173,1200.0,226.96197048498559,0.0,0.0,0.0,811.2951959650139,1200.0,229.48322234018246,
68,839.6855961589489,1200.0,226.96588053854714,0.0,0.0,0.0,811.2986422788741,1200.0,229.4797132684407,
78,829.7308649092766,1200.0,226.08944921447122,0.0,0.0,0.0,812.9410064460167,1200.0,231.78503263368418,
81,799.055465399719,1200.0,230.42793742326458,0.0,0.0,0.0,820.9311058732746,1200.0,235.94960426843375,
84,799.056211751211,1200.0,230.42718303787035,0.0,0.0,0.0,820.9302368376856,1200.0,235.95048341925283,
86,825.0832034690659,1200.0,214.38064065446278,0.0,0.0,0.0,671.763202818619,1200.0,451.4378318273134,
87,825.0843748658247,1200.0,214.37945660604285,0.0,0.0,0.0,671.761855382996,1200.0,451.4391949100987,
88,825.0843749320534,1200.0,214.37945653909802,0.0,0.0,0.0,671.7618553071492,1200.0,451.4391949868257,
89,825.0843749323172,1200.0,214.3794565388315,0.0,0.0,0.0,671.7618553068473,1200.0,451.4391949871309,
94,825.0882865987043,1200.0,214.3755018096224,0.0,0.0,0.0,671.7576726320502,1200.0,451.44342552544185,
96,825.095721825308,1200.0,214.36798626358825,0.0,0.0,0.0,671.7491259902877,1200.0,451.45207140218497,
104,825.108155377989,1200.0,214.35542398704592,0.0,0.0,0.0,671.7326603318166,1200.0,451.46873310358546,
160,825.1089093911022,1200.0,214.35466244586684,0.0,0.0,0.0,671.7315536353881,1200.0,451.46985318646705,
176,825.1093417636363,1200.0,214.35422575746395,0.0,0.0,0.0,671.7309186595068,1200.0,451.4704958435713,
184,824.9795367203754,1200.0,214.48738951502395,0.0,0.0,0.0,671.5837553753859,1200.0,451.61881564711456,
807,824.9253631591645,1200.0,214.54104957106827,0.0,0.0,0.0,671.6278931034792,1200.0,451.57537117774615,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
