88,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
89,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
94,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
96,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
104,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
160,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
176,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
184,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Up:,Mid:Mid:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
807,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Up:,Mid:Down:Down:Up:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
7,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
25,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,
33,Down:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,
37,Down:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,
40,Down:Mid:Mid:Down:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,
41,Down:Down:Mid:Down:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,
49,Down:Down:Mid:Down:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,
77,Down:Down:Mid:Down:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
83,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
89,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
91,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
94,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
100,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
105,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Mid:,Down:Down:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
108,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
114,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Down:Mid:,Up:Mid:Up:Mid:,
117,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Down:Mid:,Up:Mid:Up:Mid:,
148,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Down:Mid:,Up:Up:Up:Mid:,
161,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Up:Up:Mid:,Down:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Up:Mid:,Up:Up:Up:Mid:,
173,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Up:Up:Mid:,Down:Down:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Up:Mid:,Up:Up:Up:Mid:,
204,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Up:Up:Down:,Down:Down:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Up:Mid:,Up:Up:Up:Mid:,
224,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Down:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Up:Mid:,Up:Up:Up:Mid:,
238,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Down:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Mid:,
277,Down:Down:Mid:Down:,Mid:Mid:Down:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Down:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Up:Up:Down:,Up:Up:Up:Mid:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
3,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
5,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
7,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
10,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
15,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
22,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
26,Down:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
27,Down:Mid:Up:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
28,Down:Mid:Up:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
31,Down:Mid:Up:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Down:Up:,Up:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
34,Down:Mid:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Down:Up:,Up:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
35,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Down:Up:,Up:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
36,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Down:Up:,Up:Mid:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
37,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Down:Up:,Up:Mid:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
38,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Mid:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
39,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Mid:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
47,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Mid:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,
53,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Mid:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
54,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
62,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Down:Up:,Up:Up:Up:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
63,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
65,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
69,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
73,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
74,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
75,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,
92,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Up:,
93,Down:Down:Up:Mid:,Up:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Up:Mid:Up:,
95,Down:Down:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Up:Mid:Up:,
108,Down:Down:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Up:Mid:Up:,
109,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Up:Mid:Up:,
160,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Mid:Up:Mid:Up:,
163,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Mid:Up:Mid:Up:,
165,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Mid:Up:Mid:Up:,
166,Down:Up:Down:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Mid:Up:Mid:Up:,
167,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Mid:Up:Mid:Up:,
176,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Up:Up:Mid:Up:,
