0.006787093,0.006787093,0.006787093,0.006787093,0.006787093,0.006994658,0.007219196,0.007477683,0.007787093,0.008147425,0.008490783,0.008732296,0.008787093,0.0086382,0.00854023,0.008815691,0.009787093,0.011640851,0.014019005,0.016427503,0.018372291,0.019485437,0.019903491,0.019889124,0.019705009,0.019765257,0.021089743,0.029261853,0.032216692,0.04366691,0.056897368,0.06891012,0.07670722,0.078364545,0.076253269,0.073818386,0.074504894,0.080557231,0.089417612,0.097327692,0.100529128,
0.006625646,0.006625646,0.006625646,0.006625646,0.006625646,0.006854843,0.007092361,0.007346521,0.007625646,0.007929735,0.008225503,0.008471342,0.008625646,0.008680093,0.008759504,0.009021987,0.010584652,0.012147318,0.014829223,0.017204599,0.018628104,0.019068867,0.019024099,0.019606012,0.021553857,0.023638827,0.025389982,0.032481874,0.041404767,0.056233358,0.070727218,0.085403917,0.099998469,0.10675317,0.101175568,0.09181016,0.08847207,0.092958611,0.101637363,0.109840964,0.111441682,
0.006543023,0.006543023,0.006543023,0.006543023,0.006543023,0.006801014,0.007055809,0.007304211,0.007543023,0.007772244,0.008004662,0.008256261,0.008543023,0.008868145,0.009183677,0.009428882,0.011041334,0.012653786,0.015639442,0.017981695,0.018883916,0.018652297,0.018144707,0.019322899,0.023402706,0.027512397,0.029690221,0.035701896,0.050592842,0.068799805,0.084557067,0.101897713,0.123289717,0.135141795,0.126097867,0.109801933,0.102439246,0.105359991,0.113857114,0.122354236,0.122354236,
0.006630186,0.006630186,0.006630186,0.006630186,0.006630186,0.006917757,0.007190299,0.007432785,0.007630186,0.007782502,0.007949846,0.008207361,0.008630186,0.009233352,0.009791432,0.01001889,0.011336542,0.012654194,0.015596666,0.017975264,0.019062532,0.01898037,0.01848061,0.019985477,0.025056607,0.030142896,0.03282212,0.040300315,0.059050765,0.08298748,0.104904423,0.125674644,0.145593298,0.154564858,0.144547528,0.126105101,0.112521343,0.109354316,0.117524738,0.125695159,0.125695159,
0.006978101,0.006978101,0.006978101,0.006978101,0.006978101,0.007289655,0.007576587,0.007814277,0.007978101,0.008068061,0.008182642,0.008444953,0.008978101,0.009806709,0.010561452,0.010774519,0.011757975,0.01274143,0.015666606,0.018106243,0.019395542,0.019447446,0.018909343,0.02078865,0.027100402,0.03353008,0.037070266,0.04627151,0.068968991,0.098578435,0.126549292,0.150885359,0.169872214,0.17636822,0.165412088,0.146191148,0.130373599,0.125402499,0.134790921,0.144179343,0.144179343,
0.007623204,0.007623204,0.007623204,0.007623204,0.007623204,0.007948343,0.008243426,0.008478398,0.008623204,0.008677843,0.008762537,0.009027565,0.009623204,0.01057951,0.011445649,0.011650565,0.0122973,0.012944035,0.015877652,0.018419864,0.019973893,0.02016521,0.019515687,0.021910557,0.030074995,0.038730584,0.04399209,0.055550611,0.082493972,0.117920579,0.152139335,0.180290547,0.198582729,0.202665805,0.191022845,0.174028077,0.163441662,0.164676331,0.17868263,0.192688928,0.192688928,
0.008383825,0.008383825,0.008383825,0.008383825,0.008383825,0.008713656,0.009011555,0.009245589,0.009383825,0.009426265,0.009500636,0.009766603,0.010383825,0.011384237,0.012288852,0.012490953,0.012658401,0.012825849,0.015620308,0.018226206,0.020223045,0.020765399,0.02010468,0.023304592,0.034085609,0.045983012,0.053933098,0.068661433,0.100622636,0.143398268,0.186262765,0.218135103,0.23083725,0.228158583,0.216936955,0.204236706,0.197152738,0.202675722,0.223677639,0.244679556,0.244679556,
0.009023769,0.009023769,0.009023769,0.009023769,0.009023769,0.009352482,0.009649709,0.009883967,0.010023769,0.010069115,0.010145946,0.010411689,0.011023769,0.012013671,0.012909118,0.01311189,0.012691495,0.012271099,0.014744287,0.017342056,0.019937141,0.021062675,0.020552549,0.024783294,0.038612386,0.054278451,0.065404961,0.083773608,0.121407912,0.173140463,0.227189565,0.262507317,0.264001997,0.249672821,0.239934552,0.231773196,0.221146617,0.223328863,0.251644538,0.279960212,0.279960212,
0.009306837,0.009306837,0.009306837,0.009306837,0.009306837,0.009631704,0.009926625,0.010161651,0.010306837,0.010362182,0.010447473,0.010712447,0.011306837,0.012260591,0.013124505,0.013329584,0.013119926,0.012910267,0.015574008,0.018346169,0.021050549,0.022083351,0.021300017,0.025820534,0.041070817,0.058435945,0.070795931,0.091051356,0.132276281,0.188218102,0.245976238,0.285384848,0.291802286,0.279948946,0.268461823,0.262282265,0.263931878,0.279948946,0.312564357,0.345179768,0.345179768,
0.009076341,0.009076341,0.009076341,0.009076341,0.009076341,0.009397236,0.009689773,0.009925594,0.010076341,0.010142014,0.010236045,0.010500224,0.011076341,0.011992755,0.012824095,0.013031558,0.014419966,0.015808373,0.019587433,0.022851191,0.02474558,0.024435597,0.02260831,0.026020005,0.039592707,0.054842191,0.065012171,0.083664378,0.123448339,0.173046752,0.218897888,0.262429127,0.303911763,0.324003605,0.311702092,0.308976644,0.353769039,0.414938506,0.447073411,0.479208316,0.479208316,
0.00849362,0.00849362,0.00849362,0.00849362,0.00849362,0.008811089,0.009101571,0.009338077,0.00949362,0.0095682,0.009669768,0.009933262,0.01049362,0.011377831,0.012181078,0.012390597,0.015206469,0.018022342,0.022401981,0.025843358,0.027056091,0.025843358,0.023456175,0.025843358,0.037239753,0.050326539,0.059154901,0.07480972,0.106947621,0.142478511,0.170317508,0.210147303,0.2774383,0.34004418,0.37012119,0.404652574,0.479057575,0.557672454,0.590316696,0.622960937,0.622960937,
0.00779952,0.00779952,0.00779952,0.00779952,0.00779952,0.008114301,0.008403169,0.008640213,0.00879952,0.008881089,0.008988571,0.009251527,0.00979952,0.010658462,0.011439666,0.011650798,0.014235334,0.016819869,0.020072925,0.02287775,0.024511742,0.024350107,0.022990484,0.025822463,0.037046359,0.051313444,0.063234131,0.076804425,0.095967574,0.115070182,0.13011624,0.153335938,0.201345273,0.292077282,0.428620037,0.553364701,0.614594253,0.64485586,0.683105823,0.721355786,0.721355786,
0.007234886,0.007234886,0.007234886,0.007234886,0.007234886,0.007547908,0.007835721,0.008073117,0.008234886,0.008321029,0.00843238,0.008694985,0.009234886,0.010077293,0.010844074,0.011056261,0.012688051,0.01431984,0.016267467,0.018411223,0.020773868,0.022161658,0.022313087,0.025912092,0.037007859,0.052165133,0.066699979,0.078418173,0.086578349,0.093760859,0.102159928,0.109103545,0.124583837,0.214115708,0.41855741,0.624617797,0.720626048,0.755542051,0.794410189,0.833278327,0.833278327,
0.00697972,0.00697972,0.00697972,0.00697972,0.00697972,0.007292005,0.007579376,0.007816919,0.00797972,0.008067779,0.008180753,0.00844321,0.00897972,0.009815197,0.010575933,0.010788562,0.011959606,0.013130649,0.015214086,0.017466447,0.019932695,0.021711481,0.022577574,0.025956515,0.034848998,0.046905535,0.058700583,0.067854555,0.073257734,0.077833938,0.083962752,0.08781332,0.094312183,0.149625921,0.294972774,0.510537595,0.751539353,0.934366877,0.962688875,0.991010872,0.991010872,
