,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,641.5972250209404,533.9003029554909,482.69863318083924,527.3246631213248,479.4714397273365,528.2017643861225,681.8366717116869,594.1922364977337,551.3382517023124,723.0397873032277,583.2321825474781,474.56785877901046,
2,641.529544639717,534.9641077876621,482.1000497045226,525.3791249910201,479.60561265320354,528.2887365192371,689.550570467654,590.8699073468123,551.8196111717281,717.8020531213589,584.4784000209152,474.87075885312083,
3,642.2751012107652,534.6570779825049,482.41627165138254,525.0375664941039,478.66027409192014,528.0614588262204,689.431992827874,595.0351180375396,552.375837516345,715.2624614437727,587.2672314623907,471.26080253254077,
4,660.9624344323562,525.5422921964861,483.6603011733443,516.1544360572999,478.7083703220358,529.51309958039,690.8720289548007,596.0651842324154,551.9299599995142,713.7554769514392,586.8117939367742,471.1848067724217,
5,661.7005181455861,525.0795762512226,485.3004596689713,515.6572720526343,479.67031779465907,527.6940084268366,690.895075795578,596.3858155527812,552.1913197264957,713.6741875637125,586.5268835634799,471.0778543990665,
10,662.9215055968617,526.6018834406626,483.2877973789925,512.0710994458165,479.38916689427424,530.3770923563912,711.1868900629116,588.2088967774487,547.1041114111492,687.1289021933221,598.8057946902321,476.12868179975663,
11,662.4331485225483,526.8029192151835,482.832265003432,512.3584352070798,479.83128385448265,531.0880387361016,712.1774133625437,585.5623533654675,546.3134345953172,685.5434894253248,602.2360862897295,476.8386121263593,
12,662.7612739168914,527.0128060663628,482.6688359786584,512.2956958982268,478.8994655628648,531.233446523497,712.2395434522432,585.6506518428515,546.4798627612212,685.3334967872117,601.889148718388,476.6131671997027,
14,662.8924059565519,526.793729158591,482.7882606959645,512.6321684364859,478.662512998942,531.1114541505191,709.2999361907899,585.8518223025497,546.9521361179211,689.924457505608,600.7801295723166,476.1860095234254,
15,662.6906413287993,527.9685331029735,483.18943286974917,512.6670227893453,478.41588272042617,528.1153359308342,710.4126183394354,581.8544954171665,556.816780127175,689.7081548749937,599.5000958637091,476.2691724851935,
19,662.4570648743687,527.8811240673937,483.50283637196503,512.7113374636936,478.8596391513123,526.9169747316573,710.5760443589032,580.6595270488833,559.8951287775327,689.5326514805233,599.0573663615608,476.00752861849,
25,661.9404103998573,528.4594565455507,483.24878292399967,512.2275181851036,479.1193138123151,527.5479724540443,718.9209145144773,575.2289121958573,557.8284907366461,675.9967245373389,608.2399614441148,477.8002904896433,
29,662.1700385548966,528.2690476284296,482.81918176029757,512.4715221524425,479.11134349055243,527.8555010296718,715.0841893081327,575.8063932438691,558.1268566358575,682.0011031592891,606.5314688334907,477.46537812751563,
36,663.0841693114526,527.848771500509,483.7231960844639,512.0573323726503,478.63998705031344,527.5258030464995,715.6363809440747,577.1949645647304,558.7237125013052,681.1664055647404,605.6206375478453,476.713749697779,
39,662.6931913356507,524.7308086156982,488.61052910287725,512.4747516406012,480.0598661387181,524.447591292326,715.5781083841779,576.9444189539495,558.603593864594,681.3125757216347,605.7864603601557,477.1886411482316,
40,666.0834039780051,524.1369307343936,488.30530005512054,511.407336937211,478.62201303088017,525.6342463084604,715.6509153010924,577.6835013252236,558.6764718731066,681.2318566122822,605.4963519256987,476.9186403734627,
44,666.4271837528386,525.2724551988898,491.6582327410752,510.8238329981562,482.07830501790266,511.536191060085,717.0827967477416,562.6372171066778,600.0077645368692,683.1157176427339,601.2155806770745,468.13250917568814,
45,703.3286685484712,501.4000751430605,495.16294955388315,491.8232464840606,491.5547056515757,511.0421831356552,718.0234408174483,562.9109607401836,599.2343934670265,681.5635955873545,601.6398356840334,468.1794969600392,
46,703.3416217103811,500.9314470926512,495.45691936749955,492.0140734984927,492.3927298678362,510.7597434735769,717.4660257725192,560.9844059767506,600.9692994889899,682.4747196609262,604.1267930639757,465.48062411608294,
48,703.4109179335446,500.6585016453801,495.87014389513735,491.87103511487874,492.3288343117289,510.2325608252573,717.7725237765386,562.2664968968405,601.1940808110681,681.4715053015967,603.5299900750604,464.6916119235414,
51,704.0081676704343,498.9010924331708,496.4450233593843,490.3593842166862,495.24294429189774,509.6554158204205,723.3375887208083,557.0961980084613,599.9713232641006,672.3802080392925,611.5842496416917,465.87278888073394,
53,703.8669063350438,499.6633159862977,495.9983978932833,492.54236255006384,490.98542832644233,511.78978281107635,720.237474953461,559.2914125936912,600.9331394566022,677.3091052384375,608.1906445489163,464.5063544085523,
58,703.3573906231667,500.7931735300415,495.45646876889475,492.4216629626261,492.2809919028573,511.0790608904081,716.1502568921712,558.9405472467105,601.6360891471404,684.0430335776299,607.2975042232338,463.9015486965086,
68,703.9375882036152,496.7575425671447,498.25886587362794,491.3260956068223,496.5026562302516,508.40062157524085,715.0446969450655,557.5512128923831,601.7574154941356,685.9686277161388,607.3014751338255,464.1516850847411,
71,703.7101982627662,495.82963436690903,499.5338400040274,492.27989586405727,496.10339377020665,507.85371813848417,714.9176037730031,557.5969834285646,602.048882986172,686.0629850352551,607.1672613881503,463.84970142718396,
72,703.8433765304969,495.1562584726427,498.92018425651133,490.8327960217686,499.60716357060943,507.5119854311308,714.7689471530268,557.5793852642663,602.0857020455546,686.1952538854241,607.2500005987084,463.428620037638,
75,703.8563371414537,494.93913474947664,499.1314298009349,490.6335381181726,500.20578098541887,506.9352161698567,714.9585347437513,557.7895428733101,602.1903312124489,685.8885277969955,607.1308688065473,463.32604252793993,
77,703.6724203075181,496.0443683042883,498.81317698524276,490.7454378309526,498.63893519235984,507.241984089498,714.2280590135116,560.6653114809573,602.2796385187188,685.2180811824601,608.6274144485058,461.2535515742231,
79,703.5111360810185,496.6480216156188,498.99941044864255,491.1729120434964,498.21759063673653,505.99694120266736,713.7926216595216,558.9944771940994,608.8958822177523,686.7861022044435,606.9926836735956,458.33367271899823,
83,703.2951380723764,497.0539755839086,498.9712035636853,491.0916270905415,498.437265691578,505.5758424584969,714.1270927339522,558.9343209159607,609.1519424209984,686.5323103699045,606.6839517510517,458.2998085085517,
95,703.0555373915747,497.47414090836196,498.8832944882103,491.15578143912217,498.8308807738336,505.343415354185,713.4470784761738,558.0269322194093,609.1341678267612,687.7227437166441,606.9416913869954,458.6055564717547,
103,703.3367745421524,497.15327894743183,499.1019194677035,491.68392407073895,497.8543009119449,506.10090652402386,713.7875239438974,558.7545690537414,609.2083196390118,687.1653783913957,606.9585307401303,458.3030268749951,
105,702.7562234257581,498.5002973024893,498.651241790777,491.0444623448371,498.70413939966136,505.1810909931269,713.8311547612435,558.4546146219787,609.3035083554861,687.2186020467273,606.7617232036645,458.3913597107784,
107,703.1630729317445,497.8330331813613,498.9171848448356,491.0852302017545,498.0854994479487,505.490791601578,714.3775178538643,559.4758683205794,609.4113990469543,686.0809243869523,606.5117963788246,457.76835696094497,
111,702.8458070714976,497.10777990849994,498.4607435383402,490.77671461490115,501.03732500835787,505.49178860696486,713.9091819498489,558.8081900897214,609.4155776854692,686.7981717476449,606.9300156277665,457.6884440690619,
112,702.9600488049556,496.84286094161286,498.4347676861103,489.8942013183996,502.2321864751744,504.9954710669701,716.2578288384344,557.0498428057198,608.0575874010522,681.742373653231,612.5767402667238,458.487641016439,
124,702.9951905091,496.6482005126722,498.4838131147784,489.611589079308,502.86695241322116,504.60440002508017,716.1838802578744,556.9469587747205,608.0572446023963,681.8468451597569,612.5759891396463,458.51971082893374,
125,703.2093797428674,497.0208487002745,498.2167829179023,489.003864007851,502.99040983709415,504.75110851488574,716.1362855596593,557.0167899605182,608.1533477483172,682.1141931172332,612.4453421066022,458.3653350790036,
128,702.766591489505,496.55111977196174,498.51958055722963,490.14436358801083,503.06248504078394,504.29548730181926,715.5522323649242,557.014212494727,608.2523053514855,682.7383733212368,612.2872431084621,458.25420238569217,
129,702.4853627058151,496.45575609816257,498.753602960983,492.61802147254315,501.150690366132,505.4190277468429,715.5672260292017,556.9890092793868,608.4131492557858,682.7859438839212,612.7977393370693,458.16816222103216,
132,702.5050962827249,495.552419714162,498.8993696790797,492.1850934014115,502.4612271767003,504.59886694012846,714.890285470607,556.4546590385797,608.2219984529489,683.4957443022,612.8269582461041,458.2594437228018,
135,702.3276869407297,496.3374163763986,498.7463166955556,492.2940058764883,501.4909450019743,504.91358367433963,715.8431200809704,556.3797277933186,608.1632931009126,682.0205497379567,613.1834065741521,458.26490135591445,
138,702.422505442798,495.9286174483208,499.1288318138571,492.1538015927942,502.01293713024296,504.5766583660692,715.8282063530173,556.2602650705296,608.2397686036516,682.0858160315698,613.3138652933122,458.2148720863708,
149,702.6114045985184,495.832744053747,499.32630688124584,492.2073936367863,501.7593030005654,504.7044010251906,716.3441666177022,556.7677538325419,608.4487578746573,681.4487391946687,613.1526764072914,457.94633880968814,
153,702.8262247008649,495.1862777793264,499.49220967642407,492.295607832804,501.82512134335684,504.4846209625531,714.8370189500386,556.81216522318,610.063945557789,683.5933194525447,612.4854028124245,456.5967614478601,
160,702.2843825503995,496.2527661393898,499.1432393192306,492.10735673267266,502.07501858402355,503.9023316483895,715.1011455461185,556.5018430694363,610.4925540328289,683.4407752800547,612.041788452434,456.70406654206835,
162,702.7427438694682,495.2411112262158,499.6375122738044,492.17403217844105,501.88192554866646,504.04644934862074,715.632523008679,557.0351983382976,610.5973239418529,682.6434558529129,611.8809035906862,456.38439861547226,
166,702.4159114862384,495.7731281149132,499.40648513325164,492.10858069372733,502.29638889992,503.7369888068916,715.3986719679783,556.6711313772859,610.7024977218801,683.0265157413435,611.9391991030955,456.48444425427317,
175,702.0385461974686,495.9654788127153,499.2635769065925,493.7703357495356,500.89117978683765,504.4151682001205,714.6236915867853,556.3672683410997,610.6335512790139,683.9551114399485,612.202556714289,456.3440321467477,
179,702.3865870827955,495.2176270811659,499.6145420947535,493.99534129930896,500.31659919543785,504.82393175823626,714.8095512485695,556.5896690292519,610.6632795892243,683.674287523483,612.1642922734798,456.1890914820575,
181,702.324569195034,495.857415645873,499.5180297454302,493.81375611402797,500.133425301103,504.69965464034783,715.6314729536148,557.3629980420129,610.9413861230578,682.5286063449039,611.7844619645098,455.6833907172989,
196,702.2087018494335,496.0575817626166,499.43906780627447,493.7405219072006,500.7599599945761,504.4274642343545,715.4147084449407,557.1054602701978,610.9464675398011,682.9847635328729,611.9146189758181,455.92556313070764,
204,701.6969131410035,498.39098864097974,498.83043037728225,493.69770376007324,500.3471521506688,504.50780093171267,714.9247443920941,556.8032567807284,611.2549789066431,683.9254457129063,612.1393200900051,455.6407749062949,
208,701.6726702693178,497.5104202175936,498.8894468586588,493.4240906034357,500.65793376363075,503.9990932634398,714.6068863288411,556.5346947973717,611.020248444124,683.7940702425367,611.9620066685405,455.510734848784,
209,701.5219223766396,497.35837793753603,498.7422094783044,493.2607091734408,500.49229421806126,503.8505530166299,714.4378671713764,556.3609348789972,610.8746765653874,683.6623256946456,611.8102341098916,455.4054888235078,
211,701.4582855036817,497.1674897490151,498.6270756998027,493.1101089848145,502.1627278858014,503.7001339921428,714.6477742218868,556.0706860915152,610.9579702301153,683.5384181994834,612.3353431945302,455.43030930826336,
212,701.0409590759702,496.75568660629887,498.22725967163035,492.6523341406764,501.71681625415795,503.30377650230724,714.1784807577802,555.5969808351919,610.5593605854823,683.1706799023357,611.9163048225757,455.13954217072285,
213,701.6212373768344,497.4346622212835,498.7795715580356,493.37756589095653,502.0843878740442,503.94661912074105,714.7874106213684,556.5169332885155,611.2294666521536,683.7896096987114,612.2607137548362,455.3620715896128,
221,701.5714930873371,497.4708052725816,498.78317815743543,493.32317423127984,502.2008552527096,503.7690627231467,714.8853945122278,556.382896312287,611.404310262998,683.7560431595127,612.1023053210487,455.41046943723484,
225,702.040084138055,496.88394812676364,499.15668527653736,493.83454494520777,500.8570125925143,504.5810750048836,714.6780788596046,556.793558123393,611.2371156976623,683.904984309258,612.2144529187976,455.15646951260715,
229,701.9869276314286,497.5766054789283,498.523077118142,492.57468602778624,502.62040499776424,503.90880549982757,714.8101492203498,556.5281584443658,611.4065997014012,684.0118730509014,611.9941163739268,455.1737309372703,
230,701.8618812678857,497.5876026863651,499.56246588581706,493.36360588064184,501.3789230958318,501.97557656531586,704.63156810864,570.0019779510841,618.4363997547397,699.3380594811032,597.4222278660142,443.3596826680003,
234,701.9639888982543,497.825455873441,499.63369044683566,493.2075189215151,500.84511191521847,502.01065235585565,705.7119953696675,570.7660418651681,618.8272538184116,698.2622332423941,596.7869750782821,442.7214242840222,
243,701.9638252687006,497.8237745638791,499.6333674194247,493.2115925071246,500.8424648527004,502.0150508938152,705.7007158828611,570.7587735389869,618.8227716970683,698.2735479419852,596.794206540768,442.72803300907475,
260,701.9612918462685,497.8334251844081,499.630580053652,493.1812701699246,500.82018095368824,501.993031319417,705.7846822251937,570.8122886263217,618.8499616390058,698.1764808296226,596.731202390633,442.6692148393483,
271,701.9668917962301,497.8396348424144,499.6362601189155,493.1865752972448,500.83791262752857,501.99461569907294,705.7877612676028,570.8166626291077,618.8558894571618,698.1856408782274,596.7393343761053,442.6762556948497,
310,701.7681036326558,497.89219079555016,499.41477435095527,493.1551899718204,501.94093288725014,501.6870958053657,704.7883126617883,569.7603065114172,618.5814767308846,699.2173052020466,597.6525715300577,443.2493580497357,
317,701.9165285323853,497.57943682771514,499.52325874931046,493.2294250401644,501.7120838334617,501.8023292818957,704.7666713163601,569.7695302111846,618.5420421638881,699.185113412351,597.6624021842447,443.2252683382895,
331,702.0645108729284,497.58691752730505,499.6107455714945,493.25769306601313,501.0235276917834,502.03779919977086,705.3021928036053,570.1803951968018,618.7013268115801,698.6146643110022,597.3533684427006,442.8784877930326,
356,702.1753422275706,497.7121514185762,499.6930500130829,493.2469751743672,500.7321532728346,502.1372708694475,705.8437863777914,570.5874814114516,618.9158903090778,698.1395190222072,597.0983931062764,442.60361441257027,
