,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,1.4157553686858932,28.630799147622724,20.567510563465362,36.07017482692527,16.401424445459497,47.52285761731537,169.03885904790917,138.61574713965013,140.86213273795352,109.9628550842649,57.28454513486167,130.36077619940136,1.4157553686858932,28.630799147622724,20.567510563465362,36.07017482692527,16.401424445459497,47.52285761731537,169.03885904790917,138.61574713965013,140.86213273795352,109.9628550842649,57.28454513486167,130.36077619940136,
