130,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Up:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Mid:,
132,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Mid:,
134,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Mid:,
156,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Up:,
191,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Up:,
206,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
209,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
210,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
212,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
215,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Up:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
242,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Down:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
299,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Down:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
366,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Down:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
518,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Down:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
689,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Mid:Down:Down:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
704,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Mid:Up:Mid:,Up:Down:Down:Mid:,Down:Down:Down:Up:,Mid:Mid:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
5,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
7,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
14,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
19,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
21,Mid:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
24,Mid:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
37,Mid:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Down:Mid:Up:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
43,Mid:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
45,Mid:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
48,Mid:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
67,Mid:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,
70,Down:Down:Down:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,
101,Down:Down:Down:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,
104,Down:Down:Down:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
107,Down:Down:Down:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
109,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Mid:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
137,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
141,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
145,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
147,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
149,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
157,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
159,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
165,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Mid:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
172,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
175,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Down:Down:,Mid:Mid:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
185,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Down:Down:,Mid:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
188,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
194,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
196,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Mid:Mid:Up:,Up:Mid:Up:Mid:,
200,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Down:,Mid:Down:Mid:Up:,Up:Mid:Up:Mid:,
203,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Up:,Mid:Down:Mid:Up:,Up:Mid:Up:Mid:,
204,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Mid:,Down:Mid:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,
206,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Down:Mid:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,
208,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Down:Mid:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,
215,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Down:Mid:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Up:,
217,Down:Down:Down:Down:,Mid:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Down:Mid:Down:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Up:,
453,Down:Down:Down:Down:,Up:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Down:Mid:Down:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Up:,
456,Down:Down:Down:Down:,Up:Up:Mid:Up:,Mid:Up:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Down:Mid:Down:Up:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
459,Down:Down:Down:Down:,Up:Up:Mid:Up:,Mid:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Down:Mid:Down:Up:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
472,Down:Down:Down:Down:,Up:Up:Mid:Up:,Mid:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
478,Down:Down:Down:Down:,Up:Up:Mid:Up:,Mid:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
506,Down:Down:Down:Down:,Up:Up:Up:Up:,Mid:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
534,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
536,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Down:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
548,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Down:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
550,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Down:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
553,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Down:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
571,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Down:Down:Down:,Down:Down:Mid:Down:,Up:Down:Up:Up:,Down:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Down:Up:Up:,Up:Up:Up:Up:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
8,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
12,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
13,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
22,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
32,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,
37,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,
38,Mid:Mid:Down:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,
