,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,2020,0101,1010,1220,2221,0020,0202,1011,0101,
2,2222,1111,2222,2202,1211,2102,1021,0211,1111,
3,2221,2111,1121,0020,0012,1111,0002,2222,1100,
