,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,610.6888342896523,732.2133107736433,713.0158226042113,470.96342365604266,616.7541883463149,678.7806553049049,426.89283883798663,500.304006668641,385.2182831387931,383.54096454549375,431.4070267305582,305.51273401042243,
3,613.0261069559734,733.0061507753253,710.8566296981252,467.85317280538834,613.4626244884862,685.130971435936,422.9696457579307,516.4028303207145,372.60924894529444,379.3368208651678,445.0442227944784,288.0552886690681,
6,613.2025825674215,733.1020781758203,711.0416766441826,467.713934188246,613.0632327021291,685.083778379105,423.43546308577714,517.6238593981393,372.8087780985116,378.69964672459946,444.3612487534946,287.13050197074165,
8,611.981302940817,735.931562594309,706.157035063602,470.61331338053503,608.4327057941638,695.14048687664,422.82204813914797,521.7304057591526,356.67027405897716,376.98520574147966,451.5834430220634,284.2757124265846,
10,612.5753254760477,734.8148606762965,705.6896036147143,470.09153896739053,608.1907655668018,697.2468013409692,422.3379948408881,523.0417109198054,352.6602478620138,376.7923909271684,451.64389581129774,285.2780244412161,
18,614.1669673061208,731.5417783742474,709.0771225323427,468.75269841405316,609.6829139605112,696.1985111813669,421.9648152427019,523.3831561599945,352.4088105851694,377.26178608836,451.1848309282817,285.53663627897527,
19,611.9469760361299,725.239921083083,708.6175562842451,470.26555592193176,626.1155127118544,693.1323374238356,422.0902389427534,522.7116989902925,351.43264308389377,376.2771109267398,451.54191248370705,285.86557261487593,
21,611.89553285656,725.0845954424836,708.5597437766462,470.2222883784715,626.0969756400355,693.090772026311,421.83327718342724,522.5289055700176,351.2539920932647,376.3424981559388,451.74286436593434,285.63008312149293,
22,612.3400166122938,725.3238482214296,707.783659297267,469.6430920693178,625.8135191203367,694.8099561346567,422.0322495705063,522.4008325092989,350.3841736066267,376.1958042346654,452.5651355989706,285.57996468402496,
23,626.6575051641595,717.8185076899333,708.87284518717,464.18710107160194,625.9727469306773,695.6604037260065,422.7985482282179,522.8084967046063,349.74113176549696,375.2196361401487,452.5919946013179,285.78873241726484,
