,light1,light2,light3,light4,light5,light6,light7,light8,light9,light10,light11,light12,
1,863.932763914215,978.0000263986244,793.9265463592949,0.0,314.6924097211159,901.1333090744042,404.64531426788426,665.3134212771974,0.0,0.0,208.3256179596801,0.0,
3,873.4408113024758,998.2475327265443,751.9816221830145,0.0,287.74220153341867,963.9156619586367,389.7638034763248,678.0000120241398,0.0,0.0,171.9292615154112,0.0,
6,874.7916758545897,999.3329313920166,752.9999150034052,0.0,284.9078893760814,964.5738931744496,390.4092649339048,684.991429189139,0.0,0.0,154.8941912930865,0.0,
8,873.5350443086816,952.7767508759068,937.6202000658585,0.0,331.71750129758556,709.8463003385959,356.75575463909786,719.9874849753077,0.0,0.0,173.78619874659896,5.365839079753769,
10,887.5196385632655,918.8016093817492,962.5704008761231,0.0,330.9919942800914,761.2993076049761,352.99999198348837,711.9994731120415,0.0,0.0,176.45449793100013,24.51691454682179,
18,885.5565291206889,958.9922696084467,819.999956396303,0.0,307.23181127248813,818.4425278403085,360.64973440976325,711.3813146279819,0.0,0.0,178.13880423258942,33.26569505653479,
19,854.7386571098531,950.6892590518872,833.7493516699477,0.0,340.57085830596185,812.734749507662,353.9999065167558,704.7115850844147,0.0,0.0,197.79486257989325,28.92145239554024,
21,854.8283879467074,949.9999903702576,833.9705462653073,0.0,340.9855973494623,812.6602857875791,352.9330951049826,703.942581366147,0.0,0.0,202.84283584053583,24.81201738451536,
22,850.2664403548529,968.9998830296242,842.7627104384137,0.0,345.72917496043675,705.4855628262064,353.3586933029936,709.6714123495785,0.0,0.0,206.45479163483785,26.63660902797933,
23,855.5840781227909,922.9998288844495,873.8480227770377,0.0,348.47974325952106,702.7348898517196,355.33571920636473,713.8113650233516,0.0,0.0,200.83010083244332,29.757723162632054,
30,851.5685300951527,927.9997864606579,871.3101967245724,0.0,344.93815063962944,704.8794534731994,395.9275056345565,705.5505772496253,0.0,0.0,202.93330719460872,28.929938124284437,
31,803.7492644265888,922.6402352243294,884.7080227951877,0.0,339.4469252718926,706.6721537886725,399.78454364273034,709.9999524440703,0.0,0.0,200.71235447005532,32.66430000480037,
32,810.6559833711848,902.5404058710558,915.8782148781607,0.0,330.9999512915794,757.5631539194765,398.84442560708413,705.9179479499292,0.0,0.0,199.96083258605933,39.48960723963821,
34,832.0000167399095,859.7721209699998,985.6404175008716,0.0,294.97315582267197,780.9331883487231,403.7456489167982,710.5988445662009,0.0,0.0,197.9242217982465,42.18523708650072,
41,843.5855644801894,851.9998648018549,975.7812919162324,0.0,322.3871252540195,760.283961845881,413.63573994083026,715.8240411795206,0.0,0.0,148.74901546043915,81.62478190698236,
43,841.3001685167226,852.3893660104004,973.9595377880221,0.0,324.98803884828993,758.550299626557,414.41048040651054,706.9998919462345,0.0,0.0,157.23784340071725,106.80538342375861,
49,837.0552934782162,855.7283854411169,966.9999819178136,0.0,326.3802227769621,768.4502523893592,516.6146601744264,643.4277783945325,0.0,0.0,110.89068386957749,185.81258492456274,
50,836.912224687265,856.2946975556072,966.9422597250399,0.0,326.23503479040636,768.6456458031691,517.9999944384095,642.3254596532939,0.0,0.0,100.91722135284745,210.72939085346823,
52,786.8036848782526,816.508713300148,990.9999873042898,0.0,343.20220025494467,760.5389337123173,534.3314786065826,644.3725812217908,0.0,0.0,67.70453297079246,248.67819526450015,
53,790.9658028394422,908.6915744913285,922.9383150569449,0.0,353.6990056270759,717.498372439914,534.6038567438849,649.7615589044412,0.0,0.0,54.88758483259815,272.82589890109847,
54,794.3180563366396,917.7598173778104,917.9704888321615,0.0,364.37664981020583,711.9742650468916,427.14413534286484,681.0078294444916,0.0,0.0,32.99977881045591,276.38103067133665,
55,793.9212156249469,921.2528325454186,919.4512065547626,0.0,363.6651041246612,708.2636909566555,464.65664055788153,680.9419886011694,0.0,0.0,20.99986366063146,272.62386249376755,
59,797.2647073004748,912.8650755310963,928.3240245651463,0.0,365.4013947007514,706.0000194087842,466.62481697530916,682.7998020711697,0.0,0.0,11.661027319233838,264.6668606856844,
60,850.5168617841647,935.6527806711009,909.5983383995725,0.0,352.9154031311174,699.5593650748284,468.70097684388145,686.9457232186079,0.0,0.0,5.999831544678532,270.9268567523906,
64,848.9999966258687,940.2470994327678,905.5974533493832,0.0,350.92894218362545,700.8413787292204,469.8665227614811,687.7223045018605,0.0,0.0,0.0,275.97327958017866,
65,851.1807485849669,953.1794570221866,898.276647459222,0.0,341.38650554217526,706.4724167271861,465.6087124577556,667.9999137262052,0.0,0.0,0.1574328795740497,303.4830198138819,
70,1060.5896989008202,882.8656554729511,917.0000633094261,0.0,336.3882793579068,707.9863741448586,460.5545945773616,666.7951155108748,0.0,0.0,0.0,306.7889042037752,
73,1063.9374250511796,876.4481466712665,922.7780271673614,0.0,337.999886092284,706.4105447779622,460.29891185663575,666.9071891518927,0.0,0.0,0.0,306.59988221711995,
76,1150.676057361242,756.6409434043276,972.747543501472,0.0,419.22707190798025,650.9999392510166,454.2120420846609,662.5063187913617,0.0,0.0,0.019503995881637412,315.65806386215684,
79,1154.3884433268586,752.6712960684528,975.7963760993248,0.0,417.7333689602922,652.9998230569163,453.6651813222225,664.4672580514431,0.0,0.0,0.0,308.40488864297146,
92,1157.362970330679,751.9999990800193,979.9087092502987,0.0,424.7965306897533,648.996639998678,343.46692749061936,757.8109525982575,0.0,0.0,0.0,281.70153615620444,
99,1156.2210186837901,751.6585953420316,979.0840841302075,0.0,426.76101744577096,649.7983983006252,348.04622256349774,742.794132197084,0.0,0.0,0.0,328.00003038624686,
103,1158.9686041324658,751.3562781029789,978.3773006225109,0.0,428.0892322164955,651.7974274292098,291.99997248702323,757.4569769393323,0.0,0.0,0.0,318.78211398770617,
110,1152.583207164399,763.4463262628705,963.8118155648859,0.0,456.60333966655116,541.9999171870207,289.91299575244074,761.3966757677608,0.0,0.0,0.0,348.3136414576008,
128,1151.5453399531352,764.0000002368652,963.468572561933,0.0,456.9955507701987,541.2493817096024,289.86662172820314,760.8050051932269,0.0,0.0,0.0,349.6214112011571,
132,1149.853523295038,767.459215171003,961.3921064861988,0.0,457.5988545733988,541.9999398763175,292.5397991675375,760.3869636356029,0.0,0.0,0.0,314.65979375639904,
135,1149.4695412291603,768.9524521376129,960.1296355423996,0.0,456.99996532985324,542.5059646032186,291.4113571536131,763.270929127387,0.0,0.0,0.0,306.6583846825173,
139,1149.9607310719482,763.4269934582215,962.9383793125079,0.0,460.6983331916812,542.9741252399034,298.4966070232958,733.9338642487862,0.0,0.0,0.0,392.0000391258435,
161,1149.997154089196,763.5112929550011,962.9605028984438,0.0,460.58246814294523,542.999962205794,298.18548280993286,734.7669789099247,0.0,0.0,0.0,389.6613860002272,
171,1150.519684741479,762.8394195611518,963.7544546002896,0.0,460.5136204548091,542.9999462580975,297.8088713082906,735.8569628816069,0.0,0.0,0.0,386.6996775303203,
193,1162.6108027283215,727.8130839358469,990.909070199281,0.0,443.74878818181764,575.8799124293841,301.99984038782736,716.8352298224222,0.0,0.0,0.0,431.4672746779039,
262,1157.7326379707654,729.3424524948739,991.5997148182921,0.0,432.8202939596951,577.999932709402,405.8802194508189,694.8820125135423,0.0,0.0,0.0,441.9509884441966,
324,1166.56610276949,708.9998319703941,1011.7624347944184,0.0,398.55589660644563,703.7002979206621,413.7181560950836,678.9976771946287,0.0,0.0,0.0,443.37008603707295,
326,1166.8459047777342,708.4973264095094,1011.9586223920318,0.0,398.2899631454663,703.8153839557806,413.59489779625534,678.9629264692785,0.0,0.0,0.0,442.9999690238855,
329,1169.2926204229625,705.9999429485041,1014.9629929926901,0.0,397.51603430402366,704.264494330173,410.35775855266445,685.6973235676552,0.0,0.0,0.0,424.9377364203398,
346,1176.9333389717774,690.5441542883518,1102.7660499978406,0.0,369.9999831198801,720.8039983888892,415.972512270352,683.7225714618368,0.0,0.0,0.0,438.9258383222825,
347,1178.5307599180303,687.9999622573339,1104.8278683514675,0.0,370.40290849854017,720.1310800463789,414.7518735576189,681.8643293136444,0.0,0.0,0.0,465.2021951175053,
414,1179.98018616579,686.9651155801502,1104.8438802233532,0.0,369.1944058303236,721.9999016364998,414.9003237486991,681.8976289607024,0.0,0.0,0.0,464.5527353388032,
417,1199.0000248539038,597.9965754996524,1162.3543262914127,0.0,342.52643058194803,743.802004209166,420.6753471998381,682.4796085313359,0.0,0.0,0.0,465.45786422275694,
420,1200.0,593.6762023222266,1167.7032254871783,0.0,343.17200208595233,742.8783203893337,420.3826158443513,682.999999504008,0.0,0.0,0.0,464.0734484966933,
423,1200.0,593.9302142134529,1167.9999732922997,0.0,342.90538524825445,742.8233139947465,418.640107852948,686.6155874504058,0.0,0.0,0.0,453.63207905390846,
452,1200.0,593.8896797110712,1167.9844640918877,0.0,342.9868983679977,742.8410190546058,418.9702464581014,685.9999065274449,0.0,0.0,0.0,455.50781745289953,
557,1200.0,593.9389412654045,1168.2855993680662,0.0,342.8773264223566,742.7275319208135,417.98992251273967,687.9998735252277,0.0,0.0,0.0,449.72716485238686,
897,1200.0,593.9862109298471,1168.203874764814,0.0,342.8513745246364,742.7757722729151,417.99998070613697,687.9888339339024,0.0,0.0,0.0,449.7445365923578,
944,1200.0,593.9600270309354,1168.482834904481,0.0,342.8697689778304,742.6988469285687,417.5489423339167,688.9998526444738,0.0,0.0,0.0,446.95986486138224,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,light10,light11,light12,
1,626.0000068877408,164.88478459513567,1009.557427775039,1200.0,0.0,0.0,279.2717387444858,1200.0,519.2844117800228,0.0,0.0,0.0,
3,604.9406081481418,145.88596668507975,1021.0000387793285,1200.0,0.0,0.0,283.89144827764306,1200.0,512.7450293585573,0.0,0.0,0.0,
6,603.9998207264649,161.9772042548697,1003.822502512484,1200.0,0.0,0.0,284.30547335698003,1200.0,513.5004279425481,0.0,0.0,0.0,
8,599.6410167799786,167.8096706847664,998.6206503792694,1200.0,0.0,0.0,284.4906267108646,1200.0,513.7793768554315,0.0,0.0,0.0,
9,596.9998863169775,168.6599135253469,997.9027798224249,1200.0,0.0,0.0,315.88059608215485,1200.0,509.8650240976468,0.0,0.0,0.0,
13,586.4254483367433,182.5964820549066,986.0000475490291,1200.0,0.0,0.0,316.58048162328134,1200.0,510.4864754914093,0.0,0.0,0.0,
14,585.9999986059308,178.9793845446748,990.2247924976197,1200.0,0.0,0.0,353.2886407937206,1200.0,503.696583242702,0.0,0.0,0.0,
18,586.2836230883825,180.77942271307418,996.3763401269202,1200.0,0.0,0.0,360.70441782015314,1200.0,464.4773895606879,0.0,0.0,0.0,
19,521.4988147760624,169.00008917386606,1015.4422886872842,1200.0,0.0,0.0,371.3724521833874,1200.0,464.8659770702797,0.0,0.0,0.0,
21,487.99981199291665,241.98869123664647,943.7737543234588,1200.0,0.0,0.0,374.7895877407842,1200.0,467.8793967880139,0.0,0.0,0.0,
23,449.99997353845134,263.1274878002482,1036.8615180803847,1200.0,0.0,0.0,376.6180946569014,1200.0,467.6789448547141,0.0,0.0,0.0,
26,445.93196406746074,270.6209217639753,1031.7204562778843,1200.0,0.0,0.0,359.2220094523883,1200.0,469.72450144359897,0.0,0.0,0.0,
34,399.5630351362363,318.0000728959354,1012.7972354431979,1200.0,0.0,0.0,362.0509135697132,1200.0,471.8543661096127,0.0,0.0,0.0,
37,408.5604853475094,314.53542932810706,955.6247523532567,1200.0,0.0,0.0,366.95137813433547,1200.0,478.44715487098836,0.0,0.0,0.0,
41,403.604165217538,323.11308026055747,957.420660915265,1200.0,0.0,0.0,470.5967606639796,1159.999879275391,466.29836146900146,0.0,0.0,0.0,
43,403.6070324713042,335.32281782515713,951.4473284269076,1200.0,0.0,0.0,506.51988058259195,1058.6195940435975,580.1862161505446,0.0,0.0,0.0,
45,402.5671331475086,336.55767820836905,950.2630809931917,1200.0,0.0,0.0,507.343730624016,1057.9999992221394,580.5477298306065,0.0,0.0,0.0,
55,398.8083026471424,341.6815838746105,945.4411096332951,1200.0,0.0,0.0,507.99995717214546,1057.8129787115906,580.9842877398188,0.0,0.0,0.0,
58,412.7276063901087,333.9634702818392,955.8235057139752,1200.0,0.0,0.0,462.68604131846024,1060.9999178891792,583.5527852292302,0.0,0.0,0.0,
61,408.77179696715876,340.6397213538494,948.5667794875571,1200.0,0.0,0.0,462.12395149006824,1061.5869476178018,583.4649019450833,0.0,0.0,0.0,
66,409.98941215427215,338.1728116987513,951.5458308761172,1200.0,0.0,0.0,461.6013258700102,1061.9830885860927,582.9999953696372,0.0,0.0,0.0,
68,407.98835765139194,340.4354708727548,949.0893891227075,1200.0,0.0,0.0,461.9552081809267,1060.8962103821266,582.9999999359968,0.0,0.0,0.0,
70,530.1048638476747,335.34115696846027,930.0000363275777,1200.0,0.0,0.0,479.98365100013336,1065.2920455336357,574.235967856789,0.0,0.0,0.0,
82,530.879504852809,334.28030670770846,931.0000170001712,1200.0,0.0,0.0,479.8870404563623,1065.3166110473283,574.1562148430446,0.0,0.0,0.0,
83,609.5777858450942,298.9120876289801,969.7471610854734,961.7579144122144,0.0,0.0,524.9999452426424,1070.373015878563,578.6397347244557,0.0,0.0,0.0,
88,609.6759806701357,298.79909430594677,969.8540385091754,961.7379149541739,0.0,0.0,524.9999429428384,1070.369210076704,578.6339511537772,0.0,0.0,0.0,
90,615.6677753203082,294.96127462931014,971.853523609534,960.143379681437,0.0,0.0,528.6590305233061,1055.999951359329,632.6766083094936,0.0,0.0,0.0,
106,614.6837373257893,297.6664743620083,983.9537218826619,967.1710173477211,0.0,0.0,510.2220473161652,1198.9999708854805,460.9536905694593,0.0,0.0,0.0,
108,632.7035689944564,306.7794993672031,977.6937410831264,945.6492122753656,0.0,0.0,546.6213287045961,1149.5660487547525,487.6499657984344,0.0,0.0,0.0,
130,647.9505583553427,330.9991242530557,946.8349161720458,943.4660494113666,0.0,0.0,546.4826898843307,1150.7805331860866,486.99990719086986,0.0,0.0,0.0,
132,639.4244092682553,340.99984222185617,937.4280386567731,945.6128865238745,0.0,0.0,546.6611457179977,1150.696941391679,487.71132027946504,0.0,0.0,0.0,
150,586.9630280215093,354.48997109009196,962.764749038571,948.3908695190685,0.0,0.0,547.255921605101,1150.7520063588229,487.99992435451304,0.0,0.0,0.0,
152,581.4945550323771,359.33814414515666,958.9552490626917,949.8988983199282,0.0,0.0,546.951925513841,1150.9998474882789,487.99826162221535,0.0,0.0,0.0,
157,578.8409609351266,361.722523100154,956.9999775476546,950.5244763025953,0.0,0.0,546.9576029619855,1150.8012846487463,488.1498686329209,0.0,0.0,0.0,
187,587.1599507761415,348.18973621444957,947.9040910975102,1021.4236935079746,0.0,0.0,559.9186391993456,1148.9999998742878,476.938984713058,0.0,0.0,0.0,
197,576.4124666568212,390.8977234956972,827.9999295563773,1021.7095378701096,0.0,0.0,564.3790920675034,1150.4163629719542,485.89628317466196,0.0,0.0,0.0,
199,571.631368625144,395.47443562359416,824.837019734391,1022.9999991925258,0.0,0.0,564.5572637094601,1150.4767529358048,486.27481603332023,0.0,0.0,0.0,
200,571.6350301912486,395.47225117277594,824.8395193590085,1022.9999997392886,0.0,0.0,564.558205518678,1150.478486124267,486.27577681233106,0.0,0.0,0.0,
204,571.4746682530588,395.2786703766715,824.704952196132,1022.7721568753068,0.0,0.0,564.2764197801541,1149.9999999602571,485.9534870824125,0.0,0.0,0.0,
205,571.4781230975664,395.2754337315985,824.7072087180961,1022.7712315303289,0.0,0.0,564.2763308649438,1149.9999992064998,485.95325483333477,0.0,0.0,0.0,
206,571.4781239567939,395.27543402797954,824.7072093748437,1022.7712321676289,0.0,0.0,564.2763317586955,1150.0000007391598,485.95325584249736,0.0,0.0,0.0,
217,566.8679246581796,393.70682475483386,823.6478028504168,1017.1783043701338,0.0,0.0,711.8288860905499,1118.886114890898,489.00000796422097,0.0,0.0,0.0,
225,569.9998294610054,394.9117572039298,821.7857568677263,1013.7885974587915,0.0,0.0,714.975744271025,1116.567071841671,490.75383645600857,0.0,0.0,0.0,
256,566.1639575035302,394.9512747436882,821.999999620018,1015.8581628662822,0.0,0.0,714.7173519331042,1115.2329750835368,490.6005364329754,0.0,0.0,0.0,
259,566.1638922182603,394.9518164340073,821.9999994937375,1015.8585511979671,0.0,0.0,714.7176787933672,1115.2336177425068,490.60100025029885,0.0,0.0,0.0,
339,566.1638926460721,394.9518169748891,821.9999998569111,1015.8585518113574,0.0,0.0,714.7176794173764,1115.2336190052058,490.601001121214,0.0,0.0,0.0,
342,566.1638930695701,394.9518175103181,822.0000002164237,1015.8585524185636,0.0,0.0,714.7176800350944,1115.2336202551742,490.6010019833483,0.0,0.0,0.0,
401,554.9999998386872,430.5817560846749,642.9087186629613,1023.790913493826,0.0,0.0,715.9139708958156,1117.3369047287404,500.7124220700746,0.0,0.0,0.0,
413,556.8034582489036,428.9788098344261,643.9999558851222,1023.8321283616573,0.0,0.0,714.6553062225385,1118.904264577256,499.9380006329261,0.0,0.0,0.0,
422,565.7709788928146,422.8901990652035,646.883776040357,1020.8893984057314,0.0,0.0,702.7729264552621,1121.9997728580277,545.9280234717165,0.0,0.0,0.0,
424,557.8574426414472,429.4008009181663,643.3594929032291,1022.9237370523472,0.0,0.0,702.8745725649459,1121.5574746063023,546.2270734255679,0.0,0.0,0.0,
446,559.2122496068124,427.8245630029335,643.8034931926352,1022.1684864411933,0.0,0.0,702.5726080707038,1120.9999956337347,545.7987454654656,0.0,0.0,0.0,
448,559.21224998795,427.82456350011137,643.8034935923555,1022.1684869770643,0.0,0.0,702.5726085899738,1120.9999966583732,545.798746107359,0.0,0.0,0.0,
466,559.2126164758963,427.8242570417875,643.8036483092326,1022.1683773873641,0.0,0.0,702.5726042513476,1120.9999954706796,545.7987274726037,0.0,0.0,0.0,
502,562.5851920260792,425.6707942549082,637.3723796284322,1016.9999899978263,0.0,0.0,703.9538162235688,1087.9474435218458,696.6252654336994,0.0,0.0,0.0,
525,568.7198413380885,429.6788900841176,640.9999946277997,1029.4668601364788,0.0,0.0,510.529437078894,1200.0,710.8152829335203,0.0,0.0,0.0,
528,560.0000400959574,433.8522113593335,639.1759853862881,1033.9854476756261,0.0,0.0,509.4774706005643,1200.0,710.997110407268,0.0,0.0,0.0,
535,563.8666204098618,429.452944178859,641.5411760574963,1033.6284706254005,0.0,0.0,509.1950335773414,1200.0,710.940567565237,0.0,0.0,0.0,
