,light1,light2,light3,light4,light5,light6,light7,light8,light9,light10,light11,light12,
1,2,1,2,2,2,2,2,0,1,0,2,1,0,0,1,1,2,0,1,0,1,1,2,1,2,1,2,1,1,2,0,1,0,0,2,1,2,0,1,2,2,2,0,0,1,1,1,2,
2,0,0,0,0,1,2,2,1,0,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,0,0,1,1,2,1,0,2,0,1,2,0,
3,2,2,1,2,2,0,1,0,2,1,0,1,2,0,2,0,0,0,2,0,1,2,1,1,2,2,2,2,1,2,0,2,2,1,0,1,2,0,0,2,2,2,2,2,0,0,1,0,
4,0,2,1,1,0,2,0,1,2,1,1,1,2,2,2,2,0,1,0,0,1,2,1,1,0,1,0,0,2,0,1,2,2,1,0,1,0,0,0,0,1,2,2,1,2,0,0,0,
5,1,1,2,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,0,2,0,2,2,1,0,2,2,1,1,2,1,2,1,1,2,2,0,0,0,0,1,1,2,2,
6,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,0,0,1,0,1,1,1,2,0,2,0,2,2,1,1,2,0,2,0,1,1,0,1,0,2,1,0,1,0,0,0,0,
7,2,1,2,2,0,2,0,1,2,0,2,2,1,2,0,1,2,0,1,0,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,0,1,1,1,2,0,0,2,2,1,0,0,
8,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,0,2,1,2,2,1,1,2,2,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,
9,0,0,1,2,0,2,2,1,1,1,1,2,1,1,2,2,2,0,1,0,1,0,2,1,0,2,1,2,2,1,1,2,2,1,2,1,0,0,0,0,0,2,0,2,0,0,0,0,
10,0,0,0,0,2,2,1,1,0,2,0,1,0,2,0,0,0,2,2,0,1,2,1,1,0,2,1,2,2,1,1,2,2,1,0,1,0,0,0,0,2,2,2,0,2,0,0,1,
11,0,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,0,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,0,0,0,0,1,1,1,1,2,2,2,0,
12,2,1,2,2,0,2,0,0,0,0,2,2,1,2,2,0,2,2,1,2,1,0,1,0,2,2,0,2,1,1,2,1,1,2,1,2,2,2,0,2,1,2,0,1,2,2,2,1,
13,2,2,1,2,0,1,2,1,2,1,1,1,2,2,0,2,2,0,1,1,1,1,2,0,1,1,2,1,2,2,1,1,0,0,1,1,1,1,0,0,2,2,2,2,0,0,1,0,
14,2,2,0,2,2,1,2,2,0,1,0,0,2,2,2,1,0,0,0,0,1,2,1,1,0,2,0,2,2,1,1,0,2,1,0,0,0,0,0,0,2,0,1,1,0,0,1,2,
15,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,2,2,0,2,1,0,1,0,2,1,2,1,1,2,2,1,1,2,1,2,0,2,1,1,2,2,1,0,1,1,1,1,
16,2,0,0,0,1,2,1,1,0,1,0,1,2,0,2,1,2,0,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,2,0,2,
17,1,0,1,0,2,1,1,1,0,0,2,0,2,0,2,0,2,1,1,1,1,2,1,0,2,2,1,2,1,0,0,0,2,1,1,1,0,2,0,2,2,2,2,2,0,0,1,0,
18,2,2,1,2,1,1,0,2,2,1,1,1,0,2,2,2,2,1,1,0,1,1,1,1,0,2,1,2,2,1,1,2,2,1,0,1,0,0,0,0,2,1,2,2,2,0,0,0,
19,2,2,1,0,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,0,2,0,0,1,1,1,1,0,2,0,1,0,2,2,1,1,2,0,2,0,0,0,0,1,1,2,2,
20,2,1,2,2,2,2,0,0,1,0,0,2,0,0,1,0,2,2,1,1,1,0,1,1,2,1,2,1,2,1,0,1,2,1,1,1,2,0,0,2,2,2,2,2,1,1,1,1,
21,0,1,0,0,0,2,0,1,1,1,1,2,2,2,2,2,2,2,0,0,0,2,0,1,2,0,2,0,0,2,0,1,1,0,2,2,0,1,2,0,0,0,2,1,2,2,0,2,
22,2,2,1,1,2,2,2,2,0,2,0,0,2,2,2,0,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,0,1,1,1,2,2,1,2,2,2,2,2,0,0,1,0,
23,2,1,2,2,2,2,0,0,1,1,2,2,1,0,1,0,2,2,1,2,0,0,0,0,2,2,2,2,1,0,0,2,1,1,1,1,2,2,0,2,1,1,1,1,2,1,0,0,
24,2,2,1,2,1,2,0,1,2,1,1,1,2,1,0,2,2,2,1,2,0,0,0,0,1,2,1,2,2,1,1,1,1,2,2,2,2,0,0,0,1,1,1,1,2,1,2,2,
25,0,2,0,0,0,1,0,0,2,1,1,1,2,2,2,1,2,2,1,2,2,0,1,0,1,2,0,1,0,2,2,1,1,2,2,2,2,2,2,2,0,1,1,1,0,2,0,1,
26,2,2,1,2,2,1,2,1,2,1,1,1,0,2,0,0,2,1,1,0,2,2,0,1,0,2,0,2,2,1,1,2,0,2,1,0,2,0,0,0,1,2,2,1,0,2,0,0,
27,0,1,1,2,0,2,0,1,1,1,1,2,1,0,0,0,2,0,1,0,0,0,2,2,2,2,2,2,2,1,1,2,1,2,1,1,0,2,0,2,2,1,1,0,0,1,0,1,
28,0,2,1,2,2,1,2,2,0,1,1,1,2,2,2,2,2,1,2,0,1,1,0,2,2,2,2,0,2,2,1,1,2,2,0,2,2,0,0,0,1,1,1,1,0,2,0,2,
29,1,0,0,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,0,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,0,2,0,0,1,1,1,1,
30,0,0,0,0,1,1,1,1,1,1,1,2,2,1,2,2,0,2,2,1,2,1,0,2,1,2,1,2,2,1,1,2,1,1,1,1,0,0,0,0,2,1,2,1,1,2,0,2,
31,2,2,1,2,2,2,2,2,2,2,0,1,2,2,0,1,0,1,0,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,0,0,1,0,
32,2,2,0,0,0,2,0,1,1,0,2,0,2,2,2,2,2,1,1,0,1,0,1,1,1,2,1,2,1,1,1,0,2,1,2,1,2,2,0,2,1,1,0,1,1,1,1,1,
33,2,2,1,2,1,2,2,0,2,1,1,1,0,0,0,0,2,1,1,1,0,2,1,2,0,2,0,2,2,2,1,1,1,0,1,0,2,2,0,1,1,2,2,2,0,2,1,1,
34,2,1,2,2,0,1,1,2,1,1,1,1,1,1,2,2,2,0,1,0,1,1,0,2,1,2,1,2,2,1,1,2,2,1,0,1,0,0,0,0,0,2,2,0,2,2,0,0,
35,0,1,2,0,0,0,1,2,2,1,1,1,2,2,2,2,2,1,1,0,1,1,0,1,0,2,1,2,2,1,1,2,2,1,2,1,0,0,0,0,0,1,0,0,2,1,0,1,
36,0,0,1,0,1,0,0,2,2,0,0,0,2,0,2,0,1,2,2,2,1,0,1,1,2,2,2,2,0,0,1,0,1,2,1,1,2,2,2,2,0,0,1,1,1,1,1,1,
37,2,0,0,0,1,2,0,1,0,1,0,2,2,1,2,1,0,0,2,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,0,1,1,2,1,1,2,2,2,1,0,0,1,0,
38,2,0,0,2,1,2,1,1,1,2,2,0,2,1,2,2,0,2,2,1,1,1,1,1,0,2,1,2,2,1,1,2,2,1,2,2,2,0,1,0,2,2,2,2,0,0,0,0,
39,2,1,2,2,1,1,0,0,1,1,2,2,2,1,1,1,2,0,1,0,1,1,2,1,0,1,1,0,2,1,1,2,0,2,2,1,0,0,0,0,1,2,2,1,0,0,0,0,
40,2,2,1,2,2,1,1,1,2,2,1,1,2,0,1,1,0,0,1,2,2,2,1,1,2,1,2,2,1,0,0,0,2,1,1,1,1,1,0,0,1,2,2,0,0,0,1,0,
41,0,0,1,0,0,2,2,2,2,1,1,1,2,2,2,0,2,1,1,1,1,0,1,1,2,1,2,1,1,2,0,1,2,1,2,1,1,1,2,2,2,2,2,2,0,0,1,1,
42,2,2,0,2,2,2,2,1,0,1,0,1,0,0,0,0,1,1,1,2,0,1,1,0,2,1,2,1,2,2,1,2,2,1,0,1,1,0,0,1,2,2,2,2,0,0,1,0,
43,0,2,1,1,0,2,1,2,2,1,1,1,2,2,2,1,1,0,2,1,1,2,1,1,0,2,1,2,2,1,1,2,2,1,0,1,0,0,0,0,1,2,1,1,2,2,0,0,
44,1,0,0,2,2,0,0,1,2,1,1,1,2,2,2,1,2,2,2,2,2,0,0,0,1,2,1,2,2,1,1,2,1,2,1,2,2,0,0,0,1,1,1,1,2,0,0,1,
45,0,0,0,0,1,2,1,1,0,1,1,1,2,2,2,1,0,2,1,0,1,0,0,0,2,2,1,2,1,0,1,0,1,2,1,2,2,0,0,0,0,1,0,1,1,0,2,1,
46,0,0,1,0,0,0,0,1,2,2,1,1,2,2,2,1,0,2,1,2,2,0,1,0,2,1,0,2,2,1,1,2,1,2,1,2,2,0,0,0,1,2,2,0,0,0,0,1,
