,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,700.2440802050738,496.1518516347075,498.42353322968637,494.71276542175764,508.45367325888384,500.76182558269204,704.2545784606979,568.8847771617693,619.4580744329918,699.1640919117049,598.9330226219155,440.97821800208646,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,700.7846880243113,495.44572931955014,501.03370322501087,509.59008675313027,486.64385717024186,504.45784413215296,631.5072342135546,437.0779139256209,582.1986107996016,574.9462971105289,424.7932006389999,383.1570367407634,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,700.7846880243113,495.44572931955014,501.03370322501087,509.59008675313027,486.64385717024186,504.45784413215296,631.5072342135546,437.0779139256209,582.1986107996016,574.9462971105289,424.7932006389999,383.1570367407634,
2,671.4245655263189,485.27110056244965,651.9334938737584,671.3556521889741,443.4011551941734,358.2159913095093,510.58991459953387,690.4677199855478,697.0966911465368,685.1672944338196,702.0294963875789,694.3656166796003,
2,704.9737241819638,528.598217724609,672.5155878268345,694.4389147748334,551.5560139944772,451.1696831637882,475.903434550753,661.5284048817292,688.4574358438373,628.900091530524,696.630778101824,708.6901864734442,
2,704.9737241819638,528.598217724609,672.5155878268345,694.4389147748334,551.5560139944772,451.1696831637882,475.903434550753,661.5284048817292,688.4574358438373,628.900091530524,696.630778101824,708.6901864734442,
3,702.1809352692226,683.0818857684665,327.9152268345707,703.8560156759819,497.22093011382105,301.93309577053293,440.9984279562503,542.7222558725573,518.7385545312184,393.1948842345101,640.3094144808631,678.5989231239829,
3,691.7473125716083,670.851403486512,328.5632211787422,424.07901731803446,419.55746524565944,305.0258447497035,515.8903061522293,561.371038654629,540.580819956144,491.09744580710776,650.5638033505708,647.7890647042809,
3,691.7473125716083,670.851403486512,328.5632211787422,424.07901731803446,419.55746524565944,305.0258447497035,515.8903061522293,561.371038654629,540.580819956144,491.09744580710776,650.5638033505708,647.7890647042809,
4,295.3631747102314,340.83463554535723,292.9666469238593,488.7288978371597,673.9890607131732,500.7449041472179,413.6643514131277,616.4207419392006,541.1007431235039,410.95875455648746,422.44112776846816,443.29666003452724,
4,476.4070488381595,434.9737605827864,674.0664227305813,472.6072059492645,676.3047796188398,484.1353729246499,404.96505797237364,613.254776071037,531.1417878408428,407.83919875731607,435.1930751062645,452.48248413428115,
4,476.4070488381595,434.9737605827864,674.0664227305813,472.6072059492645,676.3047796188398,484.1353729246499,404.96505797237364,613.254776071037,531.1417878408428,407.83919875731607,435.1930751062645,452.48248413428115,
5,655.1464276033643,617.0848989690212,394.8326270309075,389.79092693220326,429.40755474998946,646.7836182562427,512.0788329647966,687.4798105870725,505.1078203066984,689.1635060905169,694.6669786185391,492.61957158451105,
5,654.832635598823,620.0032444271442,396.22265834840056,383.3776553500014,422.74865025642083,651.138636719306,439.651171269369,594.0844367005835,510.6748382956274,594.651829902039,592.2003086974671,479.87462461102183,
5,654.832635598823,620.0032444271442,396.22265834840056,383.3776553500014,422.74865025642083,651.138636719306,439.651171269369,594.0844367005835,510.6748382956274,594.651829902039,592.2003086974671,479.87462461102183,
6,484.7630756663745,364.30676310871706,480.54037274131497,456.3799127023963,358.3552387456009,467.84264835729056,378.52127665834786,393.93657658284525,686.3510427600436,585.7560478790165,507.16255712387385,688.0765284679726,
6,495.8193280579828,325.2075073156031,292.1810341661124,464.2645907636065,334.3519959251257,473.34602868065684,377.22162495269765,383.51464335810624,700.8210281133951,551.5562770693556,452.52955963887,637.2641586458367,
6,495.8193280579828,325.2075073156031,292.1810341661124,464.2645907636065,334.3519959251257,473.34602868065684,377.22162495269765,383.51464335810624,700.8210281133951,551.5562770693556,452.52955963887,637.2641586458367,
7,697.6477932465465,507.22524156315797,700.9533345258416,492.9283343638496,496.29943160271773,690.3028212874422,468.76434548493364,424.4258781422673,469.2668723290571,524.7532290909843,631.6795748532401,524.123924304899,
7,711.4124838004064,496.36045143925037,483.37599431784395,503.9167411352256,438.4188594343259,362.0060324680345,470.2358482323438,403.6002813287417,464.24717312638495,531.1621978552524,628.0478938251346,535.6304426585541,
7,711.4124838004064,496.36045143925037,483.37599431784395,503.9167411352256,438.4188594343259,362.0060324680345,470.2358482323438,403.6002813287417,464.24717312638495,531.1621978552524,628.0478938251346,535.6304426585541,
8,383.71028236612534,639.774219338017,690.9064376578938,646.4822124979803,472.8843735782409,653.6383329161604,663.7880267806976,618.2865862019314,462.2443679946323,518.9207739403422,457.82892923714917,502.00808409476235,
8,418.60430804353723,655.4219725216417,706.9073718973517,680.1289967352661,676.4675432461208,701.9216213803744,668.8621026381966,628.756896522752,581.2054737184917,510.8379158979096,471.8000163808589,580.7340615287544,
8,418.60430804353723,655.4219725216417,706.9073718973517,680.1289967352661,676.4675432461208,701.9216213803744,668.8621026381966,628.756896522752,581.2054737184917,510.8379158979096,471.8000163808589,580.7340615287544,
9,503.7416850359192,657.4510468338511,484.5890608854618,481.3836719726344,375.17267131949313,322.3864202669719,661.3051851139923,372.40287425342984,690.2429002456142,509.99374026036463,360.46660476821376,652.1432253761742,
9,671.6879362867487,689.6818402697508,475.46657583393204,481.9369747929918,392.2122442209336,321.645946299334,659.129539753849,387.6695200033368,679.4501858842591,546.7594098848546,426.57101986596194,712.068602554843,
9,671.6879362867487,689.6818402697508,475.46657583393204,481.9369747929918,392.2122442209336,321.645946299334,659.129539753849,387.6695200033368,679.4501858842591,546.7594098848546,426.57101986596194,712.068602554843,
10,396.5877002084693,590.324989052739,400.2360836082873,654.4768137397788,421.35965568226925,645.5958448693748,453.52038042397425,334.219191895722,337.9507946834388,336.1399702332943,331.5485014489402,432.68296409779356,
10,396.0414400054401,589.5521470955564,399.3836306890194,644.1810232122806,427.7352532205558,650.6467250199407,504.94506742820073,397.4356980227477,622.7556358284241,434.0822986055573,344.3970274142147,537.3453411073966,
10,396.0414400054401,589.5521470955564,399.3836306890194,644.1810232122806,427.7352532205558,650.6467250199407,504.94506742820073,397.4356980227477,622.7556358284241,434.0822986055573,344.3970274142147,537.3453411073966,
11,486.9509503390928,478.19984045509045,674.7629283093906,306.08285335690573,363.5796764379069,345.13559352731863,495.338062159368,700.1595653273615,495.88069755204253,502.9040189494504,691.2797195722894,499.61094692587284,
11,504.0759623054337,500.67880738573825,654.0193094438612,589.6955968856524,439.09602568613303,351.3265526626776,478.00302731961403,530.5563408932901,478.4603440404562,536.3426387203239,642.3709469013518,525.2401259766109,
11,504.0759623054337,500.67880738573825,654.0193094438612,589.6955968856524,439.09602568613303,351.3265526626776,478.00302731961403,530.5563408932901,478.4603440404562,536.3426387203239,642.3709469013518,525.2401259766109,
12,303.27606221684823,500.6688070578893,499.60948216010706,498.2496249311701,496.87818527180525,696.9102778783814,717.2774246202932,477.3128607455066,316.99796621128706,672.3718726040088,353.4473113042988,271.9250962110927,
12,258.9142553651013,395.5911683106901,480.89886530863294,491.21961008015467,499.0511650199133,667.4191805487598,736.6497012766373,606.4505850581504,382.09104537705525,656.3598568702753,388.3484825256579,292.178808151292,
12,258.9142553651013,395.5911683106901,480.89886530863294,491.21961008015467,499.0511650199133,667.4191805487598,736.6497012766373,606.4505850581504,382.09104537705525,656.3598568702753,388.3484825256579,292.178808151292,
13,294.1811322233181,397.70017171114597,679.5276388043198,481.33365693798316,684.4100846675077,691.8928485309194,325.29465216805227,483.17660521365434,706.1771040532647,274.53340025914224,330.72082194434756,487.1061455147276,
13,297.39625637224924,362.84610512483164,488.17214546584785,480.93601794716284,689.4906239467542,690.1832169293518,377.55380157711187,470.61196855659136,705.3363039407025,405.39084317837245,370.861949354846,481.4805210916538,
13,297.39625637224924,362.84610512483164,488.17214546584785,480.93601794716284,689.4906239467542,690.1832169293518,377.55380157711187,470.61196855659136,705.3363039407025,405.39084317837245,370.861949354846,481.4805210916538,
14,662.5985530517193,333.394754525205,293.167101481907,314.348116629912,308.91991628790555,290.5344388136985,295.0252257637934,522.9800183864412,492.5046508090474,341.2899886014446,651.3114137075227,517.7633831406075,
14,721.1193846764726,463.57015650474307,349.75593683623487,384.9977247803202,353.8279317759978,318.91449656634285,294.1075859410356,478.36252841156704,513.1048122112659,296.0427804843634,530.5048291995381,469.9731085017361,
14,721.1193846764726,463.57015650474307,349.75593683623487,384.9977247803202,353.8279317759978,318.91449656634285,294.1075859410356,478.36252841156704,513.1048122112659,296.0427804843634,530.5048291995381,469.9731085017361,
15,663.059189865567,399.7254344253673,460.28986554845864,645.9231056667917,431.42899316361854,456.05970984285995,631.8248404568137,378.5287931823813,456.9548983389644,416.409524360049,378.4875493573658,372.81746555837344,
15,654.6567648402445,380.7945478419469,469.700309623855,475.79374828355077,395.0886781679485,466.4580694056148,628.8216520234972,366.7726836542188,459.0514554024872,425.0014137916635,381.37774829779994,374.36569290123714,
15,654.6567648402445,380.7945478419469,469.700309623855,475.79374828355077,395.0886781679485,466.4580694056148,628.8216520234972,366.7726836542188,459.0514554024872,425.0014137916635,381.37774829779994,374.36569290123714,
16,486.54673420718973,398.37735398610374,635.7486293085867,680.1030286151571,468.0089200373041,358.80851120909927,662.2696955377262,454.1712981474123,597.2986463408586,558.1216170457774,526.6329797382991,460.2958071530916,
16,499.1854928470048,504.4366551286922,718.019141366111,682.5078294185216,535.5481377037361,617.2516646229436,655.9257881628913,494.9284262007575,601.0690675655251,553.1132206436181,522.8046645079244,453.39408906872984,
16,499.1854928470048,504.4366551286922,718.019141366111,682.5078294185216,535.5481377037361,617.2516646229436,655.9257881628913,494.9284262007575,601.0690675655251,553.1132206436181,522.8046645079244,453.39408906872984,
17,481.1472199629457,390.5284564155551,458.55146084709327,699.3817500485892,654.8704216799125,375.20434862974923,689.6906225881195,639.5913950653711,728.8213047956417,489.46595440587777,438.54108408443267,641.8136281382658,
17,683.3233845469855,404.31038560477555,467.82121607643205,661.2684500017504,499.73536038225967,313.0070306805709,676.1611130876088,633.5984937744656,721.0878026986952,509.29258798505924,446.6100305285661,653.2497202164357,
17,683.3233845469855,404.31038560477555,467.82121607643205,661.2684500017504,499.73536038225967,313.0070306805709,676.1611130876088,633.5984937744656,721.0878026986952,509.29258798505924,446.6100305285661,653.2497202164357,
18,668.2042512204584,450.0905776320438,666.4863672617637,671.6058760193417,511.23821582899814,476.617333193162,457.2912412585628,705.7557961150096,505.22079258998644,366.91026670415795,678.9822385317128,496.72385646243265,
18,687.7289190934978,428.3269135546318,636.2336698427625,668.0676420269674,458.8643251292593,343.84156086632186,417.1619384707577,431.95538513166144,433.59982720566586,395.7313539794936,550.9515276129357,573.8974843240155,
18,687.7289190934978,428.3269135546318,636.2336698427625,668.0676420269674,458.8643251292593,343.84156086632186,417.1619384707577,431.95538513166144,433.59982720566586,395.7313539794936,550.9515276129357,573.8974843240155,
19,662.8406002488122,486.85324718898227,660.0425589379337,670.7027565882203,683.1846611859143,682.9151043496769,353.64817333408104,624.8123134399282,690.0293808046731,259.514835617396,411.193421414814,500.46692548114186,
19,642.3093041011649,447.8988723513073,649.8033665403537,613.1891335594493,513.7189029126275,593.9247261626768,490.24881852865974,586.4431900072492,669.7034681714541,450.4276546700183,489.8464092884028,519.8371175196759,
19,642.3093041011649,447.8988723513073,649.8033665403537,613.1891335594493,513.7189029126275,593.9247261626768,490.24881852865974,586.4431900072492,669.7034681714541,450.4276546700183,489.8464092884028,519.8371175196759,
20,486.4320848354512,411.69648394042747,646.4280156071945,676.1384155885464,636.302295509023,411.1115974291162,605.5581664643167,453.40489949022134,518.0567271649919,451.7600121506324,541.6366740429887,665.5658386859636,
20,476.7979143728124,415.73498358329965,635.6529767539884,682.9714290496734,666.3372924334236,420.22274379446964,618.9631376904185,569.7696864362205,588.6368002670092,460.5896641878005,559.728248697947,603.1602753436692,
20,476.7979143728124,415.73498358329965,635.6529767539884,682.9714290496734,666.3372924334236,420.22274379446964,618.9631376904185,569.7696864362205,588.6368002670092,460.5896641878005,559.728248697947,603.1602753436692,
21,298.93575259697286,317.57546148778977,489.70070023820693,299.5434624803012,465.4645617203927,329.1094494707123,409.391043151403,597.0097336208363,446.6387983763264,571.1467809936719,613.8228280007257,601.8427656476497,
21,300.43639296642004,313.7004403989611,490.2966192497344,301.8855913409613,467.98834750961475,330.6011403164121,700.996507334191,669.5367099146129,458.9335275170882,716.2191274021399,670.6982167811891,610.4881391165457,
21,300.43639296642004,313.7004403989611,490.2966192497344,301.8855913409613,467.98834750961475,330.6011403164121,700.996507334191,669.5367099146129,458.9335275170882,716.2191274021399,670.6982167811891,610.4881391165457,
22,470.96867571822463,445.456803948761,674.8409125499237,666.5024482186537,508.75779217886986,655.9359966580815,358.73288956533054,677.139752229144,516.4577939714391,283.3408660114168,504.5118674815209,487.40814908321033,
22,285.21103905612,389.3759791004312,683.4215578913253,483.9974120818515,481.4713967195478,691.589094867753,338.2919184309946,682.6320014765488,511.26926263013695,277.7707521132232,514.6210466545231,487.50634608260737,
22,285.21103905612,389.3759791004312,683.4215578913253,483.9974120818515,481.4713967195478,691.589094867753,338.2919184309946,682.6320014765488,511.26926263013695,277.7707521132232,514.6210466545231,487.50634608260737,
23,690.8816346288548,398.3816834174924,275.449849940658,667.9528561432872,650.0069039465652,345.7749422341267,444.4619838437927,509.0856231736103,489.8945041623094,604.8955842150416,653.9755338167153,519.9381788485196,
