,power consumption[W]
,standard,proposed
1,234.36769875042575,213.7172878882679,
2,264.75482636912125,271.89114811073665,
3,227.35164806579078,222.235968428613,
4,155.6621678254236,184.36236218279424,
5,232.99157473786016,215.9028278561712,
6,245.01620428851166,211.17811082930737,
7,282.07574345916544,246.47422919421524,
8,218.6344579952135,227.94440062247742,
9,181.76615158582908,213.75772731815673,
10,191.9299719279218,196.37157926016076,
11,195.6138589838451,231.1631832229021,
12,189.50081144354746,173.65487927090004,
13,172.63816044887528,187.420011443413,
14,182.84851872923176,174.16594677296567,
15,218.32031679683968,211.90604105242352,
16,232.28350999889602,256.0449225740398,
17,186.13088049288032,196.11322000743542,
18,219.74344100948747,236.15024452397503,
19,197.69201779182728,230.59718722755332,
20,240.42294302138112,214.44467519503726,
21,216.28562004753877,222.70387652546796,
22,206.69456369191383,189.59407340359186,
23,244.98711783160917,202.2015756660667,
24,200.9973884761116,232.29512810391276,
25,231.09926662637736,242.97856705706238,
26,227.26554782766982,244.0670207149488,
27,179.28188488343173,202.981702443163,
28,177.72761693523614,169.27290579177514,
29,182.98825577456105,187.01451661140857,
30,189.5326702320739,188.5067363200355,
31,243.31354959309306,235.9413134459021,
32,274.15046202023376,293.52898294783887,
33,220.2009780150986,197.60729082251146,
34,201.59324462011955,218.87277172006458,
35,223.92233628490092,211.1622410691115,
36,238.57107236126956,250.42750878971347,
37,225.31794938606444,209.86305041077406,
38,217.93261025465117,199.72323980265202,
39,230.08357371578398,233.31167714731583,
40,242.99242016262076,251.32210717819967,
41,229.8723699451072,206.53046349304262,
42,273.44848887182576,229.50637443177786,
43,193.9265606678561,206.79019137121966,
44,162.35890843474579,179.7183435917078,
45,208.1919721511898,212.82670662367238,
46,177.1709573009561,179.87181413167252,
47,195.46901279567598,203.65505304929187,
48,198.6111369071257,159.45234831880157,
49,274.36847292524095,271.70527497887355,
50,199.46886570487032,206.22252476165846,
