,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
85,658.8832019078625,701.4061053667278,711.6145767096549,423.53527373997474,650.2354853389209,688.1497375188776,457.97813212132525,512.7588771774798,354.52003008166974,362.69179092881785,449.3026158228985,290.1123567606971,
92,658.8749854747136,701.8194044421912,712.2068308321623,423.7967105722424,649.7962871978785,686.1356924055184,461.5463867024325,512.3647604642904,357.00138804210843,357.83236358871875,445.761027437141,296.8773298177928,
93,658.874819277949,701.8207102697984,712.2091810117805,423.7972550193018,649.7955818406264,686.1314698730075,461.55470496860016,512.3687552596663,357.00616847930405,357.8217801157197,445.75297574785725,296.8857530635395,
96,658.8748192372265,701.8207112552416,712.209182689218,423.7972554652587,649.795581517109,686.1314671825038,461.55471068200626,512.3687581152922,357.00617177759386,357.8217731980749,445.7529705606367,296.88575878037335,
101,658.8748189062802,701.820712061874,712.2091844000515,423.79725570699765,649.7955805186768,686.1314632372305,461.55471734042,512.3687610116292,357.00617556411925,357.82176377876027,445.75296319090313,296.8857657079202,
102,658.8748189387223,701.8207125191628,712.2091851201893,423.7972559352103,649.7955804951017,686.1314622893865,461.5547196498364,512.3687622403563,357.00617690720725,357.8217612167454,445.75296132266095,296.88576797298566,
105,655.2229240233892,703.5791693742274,712.848932664466,421.1161994640255,651.9606727525926,684.76584395762,461.58131196092904,512.1553086200396,357.5218247319967,358.3345715336165,445.68245729313395,296.8228933238065,
106,655.2228631516064,703.5792742994302,712.8491743634554,421.1162212433912,651.9605358572662,684.7652913808092,461.58221782821795,512.155696997963,357.52233918918444,358.33327516823226,445.68143976755863,296.82383819863765,
109,655.2228623576393,703.5792730969175,712.8491732961752,421.1162203479595,651.9605341880839,684.7652897737703,461.58221644149774,512.1556950948418,357.52233822964007,358.3332730443678,445.68143731627043,296.823837555116,
112,655.1628954087446,703.7170541988929,712.9886870550359,421.1893623580305,651.8558313227866,684.2592176028667,462.70986900793514,511.8878786790285,358.16624497320606,356.73746824088715,444.99457180476855,298.5876938770034,
117,653.1488543550768,704.854415119055,710.9139417845647,418.144938967656,652.7206995897557,688.0435761776899,462.5431457005993,513.955491205792,353.3690401107744,357.257803192936,444.05160892549503,300.78566575095533,
118,653.1488320231442,704.8547349011084,710.9144534124041,418.145088948674,652.7206072648453,688.042771993692,462.5449748933828,513.9562815979867,353.37011577684024,357.2556070203319,444.05009866836406,300.78748706439023,
122,652.7167486650595,705.3711797660035,710.9330211280856,417.1532250155959,653.0568875621448,687.5922740316449,463.1678541408424,514.613700825833,353.7621410207946,355.6741665762931,445.25911600314083,299.82159574490686,
123,652.716884144288,705.3711262688892,710.9328127333798,417.1532525705726,653.0571928915404,687.5930794761007,463.16674254304763,514.6134415986221,353.761496987066,355.6760807200182,445.2605639050596,299.8203518825779,
129,652.7168845340724,705.3711264197904,710.9328125933748,417.1532527970304,653.0571937424586,687.5930811521331,463.1667409670069,514.6134415317741,353.76149607200097,355.6760844088161,445.26056683265693,299.820349891959,
134,652.7168839575207,705.371125675706,710.9328120152661,417.1532522108435,653.0571925309231,687.5930797684173,463.16674052945814,514.6134404727227,353.76149582440144,355.6760820600922,445.26056461908183,299.82035012472033,
137,658.7984421503681,711.0943956024659,690.6570388455825,423.4294185261144,648.6385839650745,698.3291112680394,465.19114557645605,515.714724694064,342.7265282371526,350.45016369172066,449.2224240403693,302.64937117187105,
138,658.7984362199473,711.0952258002854,690.6573348273052,423.4295654642894,648.6382398132445,698.328387166869,465.1947220947124,515.7161617079986,342.72884128345066,350.44616047482884,449.2194329323841,302.652916937863,
139,658.7984366216402,711.0952296064904,690.6573364652227,423.4295665387134,648.6382393814778,698.3283851430942,465.1947368734119,515.7161683695335,342.72885073493325,350.4461462260708,449.21942271798616,302.6529310282698,
141,658.0927101284092,708.670358424668,697.11447632583,421.1503270185983,648.8235777334428,696.3319904674751,465.03975476006616,513.8858292257431,348.775291268531,351.4516300041708,448.93934468433827,300.36601885502336,
145,658.0928344317166,708.6701519658188,697.1145177756413,421.1504154749713,648.8240196809303,696.3325007092146,465.0385153670469,513.8855338434872,348.7744926212085,351.45368629286406,448.9410031263807,300.36461917731714,
146,658.0928344230235,708.6701535761429,697.1145182492064,421.1504157093459,648.8240189007017,696.3324995313898,465.0385218553409,513.8855365131832,348.7744967039398,351.4536791354064,448.9409978195678,300.3646256254808,
172,658.0928345745841,708.6701538390672,697.1145184533997,421.1504158947772,648.8240191979114,696.3324997851892,465.03852240862494,513.8855370073152,348.77449702878897,351.4536793807727,448.9409981676875,300.36462596677643,
183,659.2750893826529,701.3463013816952,709.5152210646747,421.75647087389535,647.0334829173307,695.0820581529026,465.2919894010305,514.7500232794926,347.201214543491,350.6505740890739,449.1192825101505,300.4510952968974,
184,659.2750437163313,701.346496195657,709.5153508949376,421.75647040912025,647.033310322418,695.0818122966264,465.2929644992578,514.7503788242122,347.20183069422865,350.649348804062,449.1183495533666,300.4520963948744,
193,659.4626588686732,701.3063554410905,709.4837368414301,421.78633101370826,646.867653526893,695.1776611172196,466.44154531744005,513.7532796800076,347.72523775147675,349.9051240729078,449.7518834987017,300.07250929792133,
194,659.4628095167927,701.3061476991919,709.4836388291579,421.7864201696374,646.8680988081785,695.1782408875747,466.4401306861367,513.7528157121025,347.72426719404314,349.9074321536861,449.7536139401763,300.0709164614808,
195,659.4628108755743,701.3061485444332,709.4836400568724,421.7864214479049,646.8681020455602,695.1782444637557,466.4401281759031,513.7528163757265,347.7242654016413,349.90744113403724,449.7536214994751,300.0709125462566,
198,659.5200708825511,701.2872156398959,709.4908917168242,421.81562252100895,646.8209578359316,695.1751586053507,466.5093455332663,513.6351499086668,347.8903061586767,349.79068201241574,449.83324782825184,300.0265321675831,
200,659.519775419558,701.2886976227636,709.4918950430329,421.8156312690098,646.8195877836669,695.1731619049891,466.51659398944435,513.6376729979286,347.8954056467116,349.78071494577785,449.8262100394776,300.0346624441105,
201,659.5199213326248,701.2881007096845,709.4915027994707,421.81565021902594,646.8202129373749,695.1740519735647,466.5135516816751,513.6366470107051,347.8932627815368,349.7849979764246,449.82925461626803,300.03122504921106,
202,659.5199206644772,701.2880981910487,709.4915005777628,421.81564922668093,646.82021207658,695.1740516334879,466.5135447029415,513.6366431462347,347.8932579813274,349.78500323738007,449.82925744766277,300.03121830758033,
221,657.5266544484808,702.3515771428703,709.3365166409934,421.11453289127945,647.5736651316423,694.8546640303904,466.4949976943775,513.5444609426803,348.0317524122616,350.0396672623755,449.7804344842075,300.05751918937074,
222,657.5265163498357,702.3518762408248,709.3367165203802,421.1144734747258,647.573193920971,694.8540260657364,466.4968145732699,513.5450083508675,348.0330364755834,350.03691224530786,449.7784377250612,300.05961994325384,
229,639.4461288104678,712.5064906665617,706.678863849267,413.3553789423453,655.6240171920467,692.5476220973619,467.3580297015552,512.9004755368209,345.75497166073006,350.43524510001964,450.9838561448366,301.05757778059467,
230,639.446188882589,712.5060958524941,706.6785619567687,413.35535633820916,655.6243136753587,692.5480826620424,467.35618156099383,512.8997971781769,345.7536751649492,350.43767988176086,450.985552875661,301.0555330866724,
231,639.4461895180251,712.506096371636,706.6785625761364,413.35535695851974,655.6243151883165,692.5480842868049,467.35618077516733,512.8997978116158,345.7536745403947,350.43768370574367,450.98555613357996,301.05553151784454,
232,639.3421221569142,712.604230732282,706.5078739073762,413.5122773737414,655.5764575342534,692.5579422686116,468.72134659151675,509.4760615688679,346.8042511438467,348.2794380715492,453.1582268589373,303.75050479836,
233,639.3421227408403,712.6042316874838,706.5078748371529,413.5122780338461,655.5764587110463,692.5579433782207,468.72134785941995,509.4760623678259,346.804251994488,348.2794390110447,453.1582280282558,303.750506030909,
235,639.3421230573022,712.6042322421376,706.5078753886119,413.51227839239596,655.5764593746364,692.5579439998336,468.72134855385457,509.4760630958049,346.8042524373985,348.27943951031654,453.1582286546558,303.7505063911247,
236,656.6278604135615,703.8982606327012,708.5637754376968,416.51563454019646,649.9857545507479,694.467863108455,468.210069553918,510.04485861481385,348.04585665390107,347.86528634938946,452.4034733572192,303.1579880539093,
240,656.6278598622355,703.8982597407855,708.5637745748064,416.51563394493326,649.9857534788362,694.4678621305859,468.2100684252722,510.04485743370014,348.04585593647215,347.865285538336,452.4034723401273,303.1579874701599,
252,656.6278599614621,703.8982599013044,708.5637747301002,416.51563405206815,649.9857536717536,694.4678623065785,468.2100686284038,510.04485764621927,348.0458560655982,347.8652856843108,452.4034725231843,303.15798757528245,
253,656.6278599807171,703.8982599324547,708.5637747602367,416.5156340728574,649.9857537091899,694.4678623407301,468.2100686678206,510.0448576874723,348.04585609065344,347.8652857126358,452.40347255870506,303.1579875956652,
278,675.6948067556318,692.5194111849291,711.0817917126687,414.2674370750363,646.8619745945001,696.676102292445,468.2999926344637,510.59433648209085,348.9916075904928,347.02902444382363,451.89337176340007,302.74598927802464,
279,675.6948057020837,692.5194098993193,711.0817905456869,414.26743619146526,646.861973112838,696.6761009953782,468.2999912533808,510.59433504086894,348.9916066965503,347.02902345240994,451.8933705259462,302.74598855242294,
280,675.6948055768316,692.519409746589,711.0817904069345,414.26743608649406,646.8619729367933,696.6761008412368,468.2999910893043,510.59433486911587,348.99160659038637,347.02902333465454,451.89337037895615,302.7459884667944,
306,675.7011266926538,692.5295499199673,710.921142366043,414.2577132024606,646.7902512138965,697.0423432808003,468.34641699070687,509.80116209437944,349.38412883386695,346.89846234523014,452.95660691375565,301.9440848237909,
307,675.7011274641698,692.529550871283,710.9211432412806,414.2577138483212,646.7902523140436,697.042344304694,468.346417981875,509.80116315094625,349.3841294942061,346.89846305527624,452.95660780289194,301.9440853399813,
313,675.7011279124761,692.529551436566,710.9211437486787,414.25771423188286,646.7902529653499,697.0423449067346,468.34641857055686,509.80116371899106,349.38412989062925,346.89846348005415,452.956608333603,301.9440857107865,
317,675.7011273825835,692.5295507751059,710.9211431483092,414.2577137829489,646.7902522019658,697.0423441989259,468.3464178815692,509.8011630229771,349.3841294288766,346.8984629845033,452.9566077138417,301.94408531046736,
332,675.7011276976816,692.5295511597594,710.9211435061345,414.2577140441618,646.7902526475456,697.0423446149008,468.34641828242343,509.80116346873336,349.3841296946228,346.8984632707145,452.9566080726161,301.9440854993027,
385,675.5803875097379,692.4728097030894,710.7439080862706,414.55680086764403,646.915732293832,697.3667649745942,467.71158552019114,508.052765851145,349.49389154758916,347.79485251141904,455.2532577368769,300.7368837160717,
387,675.5803879938846,692.4728105882089,710.7439086060451,414.55680152421513,646.915733314739,697.3667658046824,467.71158642390907,508.0527648028831,349.4938923841073,347.7948533623196,455.2532589068403,300.7368863865195,
388,675.5803885907338,692.4728110923113,710.74390930694,414.55680182047104,646.9157338986607,697.3667664451874,467.7115869590003,508.0527669939849,349.49389254568257,347.7948535796916,455.2532590868426,300.7368848741404,
393,675.5803889330748,692.4728115152092,710.7439096952612,414.55680210731407,646.9157343872952,697.3667668997884,467.71158739783647,508.0527674571101,349.49389283650373,347.79485389384377,455.25325947769136,300.73688510131103,
403,681.4040907135857,690.688613314483,710.7680435169987,406.15850765776935,649.5397448645682,697.3458693974184,468.06142241509605,507.8458808821397,349.4350065015633,347.9383554445271,455.6933790675224,300.5312920913211,
404,681.4040895476302,690.688611886087,710.7680422340799,406.15850670118834,649.5397432294068,697.3458678962039,468.06142098046007,507.84587939694313,349.4350055437564,347.93835441465296,455.6933777843837,300.53129131369195,
409,681.4040889270248,690.6886111283758,710.768041551052,406.1585061942082,649.5397423618288,697.3458670987499,468.06142021919106,507.84587859321454,349.4350050373642,347.93835386975957,455.6933771063518,300.5312909182643,
413,681.3449918498433,690.6162054961998,710.7036716678165,406.1274028677376,649.4772622663229,697.2850863042142,468.12148112705444,507.8958019573693,349.44893145267133,347.98272143126474,455.74735674950733,300.5513179307345,
414,681.3448992396629,690.6160899464272,710.7035762316477,406.1274931114408,649.4773273005306,697.2851137211576,468.12264819415776,507.8969040373265,349.4494562949077,347.9835700706959,455.7484008606798,300.55181595786473,
470,680.2208249966785,694.0671606122288,709.6766566522998,404.1792481801334,650.475631784737,696.9260564887461,468.0029702158539,507.70797720360315,348.1289273028669,348.18049683236256,456.4673905610034,300.5212457501542,
474,680.2208251369744,694.067160861332,709.676656902247,404.1792483384016,650.4756320828224,696.9260567856094,468.002970514282,507.70797752003614,348.12892749788676,348.18049704627316,456.4673908284167,300.5212459026393,
476,680.2208253515186,694.0671612420481,709.6766572842305,404.1792485804263,650.4756325385088,696.9260572394186,468.002970970522,507.7079780023763,348.12892779621075,348.1804973734495,456.46739123750984,300.5212461373352,
480,680.2151464561697,694.0546922432569,709.6636659290112,404.17503594375177,650.4645620714504,696.9133767092649,468.0140948368088,507.71685976598906,348.13118158519956,348.1886998875198,456.47720007901034,300.5247871220679,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,535.4444776977012,434.040804727815,461.3823419553418,625.9558778445117,434.7761781988823,362.0591336962856,581.9279272980947,699.323689929066,553.1350666799515,467.3145983404416,602.3665111601559,487.54419480686636,
3,527.3323681440969,456.9309346681094,454.9037023719785,625.010472642958,436.1146522974974,357.93746572987015,581.5518122753568,699.556568127157,553.0098240254634,467.4420306913589,602.0840725508639,488.0035923583239,
4,527.0960800005884,456.9231857522843,454.80193449908836,625.3441668194026,436.1580858749631,358.05445866385384,582.9226940922445,699.0954791950198,553.0358142308191,467.18848416427727,601.2804699532101,488.3510765825249,
5,525.3309538731133,467.5394927833277,451.241019657974,623.53301192543,431.31188128894155,359.6283818122435,583.0401424292304,699.0332760955567,553.0092071746669,467.5157948820245,601.1513959037716,488.5739285683015,
6,525.1272743597882,467.32945656863853,450.5450025108101,623.30685249727,432.2264180021819,360.1450852661323,581.645071296464,702.014736746208,554.2907461087805,466.64263640189563,603.7674827357317,487.48742864332394,
12,524.8392952918455,467.7956973583293,450.8238416235089,623.3497549102034,431.9190240709022,358.5675944401293,582.8369806548445,697.2224719923795,563.3259516973426,467.05363837653283,601.6824772879988,487.8608018424861,
13,524.8392940810643,467.7956957393389,450.8238404297457,623.3497540788685,431.91902324485113,358.56759362183107,582.8369800318941,697.2224714858612,563.325950950358,467.0536378279098,601.6824768227157,487.86080121342627,
14,524.4430440900246,466.7618251718569,472.8117305064716,624.0887033806728,434.17594410130897,325.4353931397063,582.7951452960885,697.9213366499763,564.3436188245803,467.0856174752414,601.8748362131853,489.6562923189166,
16,524.4430427578034,466.7618233654564,472.8117289742734,624.0887024662669,434.1759431571844,325.4353922444811,582.7951446393807,697.9213361137358,564.3436180416602,467.08561689790116,601.8748357209539,489.6562916586305,
29,524.2036675961832,466.63965332971947,472.42748473779744,624.4021316552784,434.49740766529476,326.1657954185414,583.0052983026894,696.1662461525818,567.582759646106,467.99340892794214,599.9925814790565,488.6001677108733,
30,524.6219478340391,468.129160164579,471.9166214558737,623.229188200198,433.00414012217686,327.2369161775599,583.307044767267,696.1451207716555,567.672073485065,468.01342898685874,599.6143841252419,488.6082478025447,
33,523.3016223164011,472.5680064114974,470.6212142353021,623.3423816154268,431.198129339213,328.1576648227305,583.5331102033123,696.0585926063055,567.9338743592815,468.00703964508546,599.0285363795374,488.4656523998106,
37,523.6825535852553,472.8163391517654,470.5508976961515,622.2178392390779,430.8240501481074,328.17128691441883,588.8774368937999,693.1688852528399,568.5999938271664,468.3523012887804,597.8930450933334,488.6411503511814,
42,523.6825528783728,472.81633829181465,470.55089688117636,622.217838758507,430.82404968186427,328.1712864493413,588.877436455081,693.168884972894,568.5999934501118,468.35230092082446,597.8930448337779,488.6411500400969,
47,522.1646251802383,473.5345714753287,469.57719328490765,620.8631554921618,430.7418003266199,327.7823989052258,615.0583494723677,695.4974094228166,566.1726083679158,466.9585009720561,600.3917496582574,486.3027656165216,
52,522.1646233796265,473.53456929280964,469.57719121263904,620.8631542569497,430.7417991243134,327.78239771173907,615.0583479739806,695.4974086159513,566.1726073354737,466.95849992821115,600.3917489042749,486.3027647673747,
61,519.8403133101926,475.26223197294456,468.95497382451714,623.6192429351489,431.33330805343473,327.54450149081447,614.8721419322173,695.4304134449546,566.0715855610642,466.8853180191627,600.3435195451062,486.3465953615697,
64,492.91514386757996,472.0852110820076,471.0601644391689,676.8839648609296,424.3122656446983,326.09239132972766,611.8164420470858,695.400439052904,567.237121734845,466.76997638153523,597.9329798981801,485.1318555685888,
66,492.91514689183487,472.08521409884975,471.0601667205126,676.883968108333,424.31226761496873,326.09239279347213,611.8164443406121,695.4004402725454,567.2371229922877,466.7699778889963,597.9329809368608,485.1318566112343,
73,493.00235070106993,472.5834853112876,470.9201373481669,675.6315834679357,422.0917138939189,325.7590638452165,602.3185305517379,718.2161903347491,561.226604782867,461.8761797803351,625.1035045965756,473.76918922796847,
76,492.46390946380524,473.2207380730457,472.2319568730288,677.4500396566253,419.4025195066785,323.4997813143039,602.179573909214,720.1428465686233,561.9202219528012,462.18643216498094,623.012520101051,473.3985857492239,
82,492.1512757738279,474.0509884301305,475.7886439981505,677.6980265764051,419.6805070249528,315.59874869526357,601.9364944018043,720.2162052188062,562.6865887220832,462.68074933564213,623.0001812204566,473.38973230716346,
83,492.1666021430598,474.0258557708386,475.48198517464607,677.6025801469602,419.7504816202064,316.41001747145395,602.07735437407,720.4142936325983,562.664273421412,462.4455141072552,622.7953962224179,473.30975084732927,
86,489.7174566148139,475.6132121140569,477.5237090663605,685.2237518873625,409.76465408321394,315.2989979015876,601.7961015346133,720.4551827263921,563.833380934934,462.56801054689726,623.3190604557343,472.37506491172064,
87,489.71745606809037,475.61321153995,477.52370858962735,685.2237511637859,409.7646536187255,315.2989975458415,601.7961005550569,720.4551817565552,563.8333802356238,462.5680098117481,623.319059602867,472.3750643195815,
92,489.71745613333496,475.61321160846234,477.5237086465193,685.2237512501356,409.7646536741563,315.29899758829526,601.7961006719545,720.4551818722932,563.8333803190777,462.5680098994789,623.319059704646,472.37506439024594,
94,489.71745650859845,475.6132120025216,477.5237089737425,685.2237517467888,409.7646539929748,315.2989978324745,601.7961013443087,720.4551825379757,563.8333807990746,462.56801040407515,623.3190602900424,472.375064796682,
112,488.9344848665358,475.91768977215105,477.8546491636155,688.0354357084035,405.74996926399604,316.45528552684505,601.7464726136486,721.9723533359876,565.0376291177073,462.58869730261296,621.8118163131921,470.9301141095034,
115,488.4737292902332,477.08830369671824,479.4511226297815,690.8475792375971,403.8413085544518,313.6751573257129,612.1502862672867,692.4262130295747,582.3333869890814,466.3595266566593,602.191262487474,468.7897102580408,
116,488.47372846751705,477.08830280478816,479.4511218655558,690.8475782911638,403.8413079899682,313.6751568765479,612.1502856576768,692.4262126844783,582.333386625597,466.3595262564556,602.1912622053778,468.78970996491273,
127,488.4737313381144,477.08830591688474,479.45112453207,690.847581593431,403.8413099595482,313.6751584437616,612.1502877847101,692.4262138885789,582.3333878938565,466.35952765283486,602.1912631896602,468.7897109876867,
160,488.61287990698315,476.8191575779929,478.97215564343514,689.7808241025759,404.79104802298184,314.2237584378768,611.2117279501887,698.7351706956052,579.9970625104778,465.6947715242282,606.3140699166327,467.36583883299164,
163,488.6128809685926,476.8191587357375,478.97215663778087,689.7808253056891,404.7910487445583,314.2237590168432,611.2117285451478,698.7351710945603,579.9970629548673,465.6947719155232,606.314070232738,467.3658391897982,
165,488.6128811968244,476.81915898463694,478.97215685155174,689.7808255643422,404.79104889968755,314.22375914131317,611.2117286730559,698.7351711803303,579.9970630504051,465.69477199964643,606.3140703006964,467.3658392665068,
169,488.61288086119157,476.8191586186105,478.9721565371848,689.7808251839723,404.7910486715577,314.2237589582702,611.2117284849568,698.7351710541988,579.9970629099092,465.6947718759366,606.3140702007581,467.3658391537007,
209,489.0978249888553,477.8299786191768,479.9825794792867,688.0527349660063,401.9810481250409,310.87815609696844,603.8731351383532,727.0336779906845,568.7898537515924,450.62306548316593,637.8749389705355,459.8871055913569,
210,489.0978236284941,477.82997713562656,479.98257820511793,688.0527334243203,401.98104720040254,310.8781553550727,603.8731343759642,727.0336774794577,568.7898531821452,450.62306498175485,637.8749385654737,459.8871051341398,
213,489.0978246697366,477.82997827116,479.9825791803875,688.0527346043516,401.9810479081357,310.87815592293174,603.8731349595089,727.0336778707589,568.7898536180091,450.62306536554286,637.8749388755144,459.887105484101,
226,489.09782438091946,477.82997795618877,479.9825789098699,688.0527342770376,401.98104771182665,310.8781557654206,603.873134797647,727.0336777622208,568.7898534971105,450.6230652590889,637.8749387895164,459.8871053870297,
243,489.0237339676647,478.2002042913999,480.463243300506,688.7629129396478,400.86247580780736,310.2351545029275,606.317454631408,720.1983921527669,571.1413871576592,452.30008313456557,633.543553103605,461.2980328384972,
245,489.0237328239431,478.2002030514586,480.4632422380963,688.7629116239375,400.86247502307464,310.23515387850813,606.3174537839411,720.1983916730212,571.1413866523509,452.3000825782107,633.5435527114407,461.2980324309967,
260,489.32855984336766,478.3099687657578,480.3496127974325,687.5530258170297,400.9988630637961,310.09684703884767,610.7833163720821,721.8547979980843,570.157598912281,449.7725756551951,635.1411859322127,460.9288302033599,
283,489.32855722889605,478.30996592345434,480.349610359473,687.5530228344201,400.9988612815503,310.0968456155669,610.7833146830079,721.8547969740134,570.1575977904117,449.77257457083226,635.1411851059877,460.92882930007363,
301,489.32855824794484,478.3099670313058,480.34961130972226,687.5530239969588,400.99886197622044,310.09684617032235,610.7833153413625,721.854797373168,570.1575982276853,449.77257499348696,635.1411854280274,460.9288296521496,
