Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,
700.0,500.0,500.0,500.0,500.0,500.0,700.0,500.0,700.0,700.0,700.0,300.0,
