,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
545,500.4330328973662,699.2473959937714,700.4598207892396,500.0818463067606,698.9726279789143,499.4459002280748,503.37589847929183,495.5585575276035,510.9370204522204,495.10165999703327,509.96412315083523,686.9520186585877,
548,500.433056588799,699.2473887132941,700.4598240449988,500.08180370161506,698.9726261339349,499.4458894394651,503.3759948105533,495.55858937762724,510.93703879623365,495.1015729137099,509.96402624464065,686.952008465748,
572,500.4330566293603,699.2473887434252,700.4598240816205,500.08180372278025,698.9726261876958,499.44588948058737,503.37599491782197,495.55858946065547,510.9370388659064,495.10157293721545,509.9640262511583,686.9520085148464,
579,500.25798968202196,700.3265433836374,700.2157371283696,499.83243141046944,698.9092937932479,499.2613044800368,503.419005413579,495.5492344362043,510.8738136750153,495.0686284151231,509.9561559332526,687.0328837247858,
584,500.2580150386874,700.3265455279746,700.2157379498738,499.83239421252966,698.9092942794036,499.26129672842916,503.41907235411804,495.54925781879865,510.87382708704206,495.0685706860107,509.95609122500707,687.032878321983,
587,500.2580151571444,700.3265451444488,700.2157375089048,499.83239301285926,698.9092935871114,499.2612959886333,503.41907274809716,495.54925734962615,510.87382652895496,495.0685688028681,509.95608937892484,687.0328775189008,
590,500.25801551887423,700.3265455042409,700.2157378927618,499.83239334039973,698.9092941750037,499.26129646660985,503.4190736355537,495.5492581672232,510.87382723966743,495.0685693286333,509.95608974680545,687.0328780924931,
591,500.87542375746625,698.7697364585435,700.54767102868,499.9288918966443,699.0148356178275,499.52549214819805,503.394890551347,495.55807945054204,510.91987753853596,495.07772502743114,509.9853931900376,686.9623269005102,
594,500.8755625188648,698.7697731649081,700.5477065371574,499.9287570568074,699.0148364923906,499.5254773077786,503.3953971942047,495.55828558972865,510.92001001720644,495.0773592625196,509.9849736397475,686.9623249202726,
595,500.8755567089417,698.7697722819937,700.5477057145271,499.92876457795086,699.0148378696549,499.5254791913634,503.39537533231254,495.55827802093967,510.92000569010884,495.0773785835603,509.98499505420057,686.9623267313735,
612,500.87555655405123,698.7697721062154,700.5477055293569,499.9287643558153,699.0148375817198,499.52547895111917,503.39537498249877,495.5582776553277,510.92000536591945,495.0773782642839,509.98499480253486,686.9623264512275,
619,500.05009128317823,700.8145423948524,700.1307441801937,499.88313344281624,698.8573082587877,499.13727312123535,503.1099699401323,495.7798207210056,511.10072704186496,495.4867516869338,509.39466902616425,686.8793135812755,
625,500.04996197956353,700.814776631543,700.1306953642763,499.8829859637053,698.8572189321092,499.1371534183496,503.1107120754493,495.78006160275635,511.1008667835322,495.4860863143238,509.393919633642,686.8792531922469,
626,500.04996224348616,700.814777057787,700.1306957226393,499.8829864595771,698.8572194920037,499.1371538574076,503.1107122225925,495.7800619900269,511.1008671575489,495.4860870194916,509.3939202826342,686.8792535900523,
672,500.0499621646288,700.81477695818,700.130695633054,499.88298635726755,698.8572193679596,499.1371537582007,503.1107121081656,495.78006186970816,511.1008670520756,495.4860869200002,509.39392020339596,686.8792535007436,
700,500.05159989261915,700.8109695293713,700.121501130333,499.88530144192237,698.8428873446447,499.1788716670884,503.11023635830657,495.78444924621044,511.0729298781548,495.48688119473053,509.384820881416,686.9074611934385,
701,500.0514624068262,700.8111091538332,700.1214720186333,499.8853408122846,698.8429244700602,499.1788580013702,503.1101535229535,495.7844246622705,511.0729216460617,495.48697802185137,509.38491400182545,686.9074809134843,
708,500.13689853651584,700.5918086717948,700.1655780440443,499.90084362315986,698.8531150659155,499.2264635071818,503.1298784009667,495.767920822596,511.06363060517174,495.45668019341883,509.431109445698,686.9075663056141,
709,500.13691321464967,700.5918078410823,700.1655808250689,499.90082363342896,698.8531019313713,499.22645495978594,503.1299659908817,495.7679495310612,511.063646435343,495.4565988987117,509.431020716205,686.9075575966771,
713,500.13691343801605,700.5918080939646,700.1655810781889,499.9008240018347,698.8531023364092,499.22645526865466,503.1299664917679,495.76795004168116,511.06364687931716,495.4565993310354,509.4310210510888,686.9075579781941,
740,500.13691349352735,700.5918081569412,700.1655811411977,499.9008240937202,698.8531024373656,499.22645534562986,503.12996661584225,495.7679501686174,511.0636469897536,495.45659943929326,509.4310211351383,686.9075580732606,
746,500.136913306922,700.5918079451101,700.1655809292853,499.9008237845085,698.8531020976951,499.2264550866559,503.1299661991674,495.7679497418755,511.06364661841303,495.4565990745527,509.4310208517679,686.9075577534338,
763,500.1369133225446,700.5918079628406,700.1655809470233,499.9008238103851,698.8531021261226,499.2264551083302,503.12996623406497,495.7679497776013,511.06364664949854,495.456599105062,509.4310208754646,686.9075577802015,
782,500.1369132676088,700.5918079004828,700.1655808846408,499.900823719366,698.8531020261355,499.22645503209696,503.129966111383,495.76794965197143,511.0636465401808,495.456598997713,509.43102079207097,686.9075576860547,
868,500.13691344037596,700.5918080966046,700.1655810808379,499.90082400564614,698.8531023406157,499.2264552718652,503.12996649716,495.7679500470672,511.06364688398344,495.4565993354023,509.43102105442426,686.9075579821631,
880,500.13691347067964,700.5918081310045,700.1655811152514,499.9008240558603,698.853102395776,499.2264553139211,503.1299665648262,495.7679501163678,511.06364694428714,495.45659939463366,509.4310211004415,686.907558034101,
