,light1,light2,light3,light4,light5,light6,light7,light8,light9,light10,light11,light12,
1,886.4291584061509,470.50821209177917,422.4248932206007,0.0,671.0000038952528,311.87620035980717,1069.9431886982848,342.224712873166,943.1178886373519,1200.0,163.33546698816977,0.0,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,light10,light11,light12,
1,1090.830178395772,0.0,486.51757791041865,56.91216199948068,728.9999869971813,301.450309082333,1064.732356150276,330.7512396439984,946.5531283708102,1200.0,173.1411485853727,0.0,
2,1200.0,91.16237506820815,1121.9999948595441,736.638675046066,0.0,0.0,44.49263289679223,629.7162792214042,821.5514699117085,1200.0,1200.0,291.87694844719243,
2,498.9999925905115,1200.0,857.6908824109244,585.9270078009927,0.0,0.0,583.7121338053548,405.8141128653768,1129.5394378037959,860.0343487422101,0.0,0.0,
3,516.7250983557456,1149.9999799869129,0.0,1166.9187018006357,187.8463772145938,0.0,0.0,615.5957573698827,245.99930206689572,0.0,1200.0,1200.0,
3,562.9804733373871,1151.9999890238503,0.0,1126.3234791692864,138.62253691470607,0.0,0.0,1082.9617455892233,599.3376369391402,0.0,0.0,1125.807864714535,
4,37.094094744408636,0.0,31.55442189284954,404.10534662731743,1200.0,477.96228571863423,0.0,690.8979404923106,418.3277616003816,1002.2982567584488,0.0,0.0,
4,0.0,0.0,8.682084212309427,902.8019005777998,1011.1657745147643,505.55009321860814,62.847640587237834,584.6956409951595,385.99992798541837,1200.0,211.9242149629334,0.0,
5,788.5159264217883,944.5452472734223,0.0,0.0,0.0,1036.7054301969397,0.0,1091.8453831428574,0.0,1161.999941912889,1200.0,218.4564216612689,
5,0.0,1177.7825173115664,0.0,0.0,0.0,1096.8418890802866,430.99997946941187,0.0,266.2737893045351,1200.0,1200.0,1200.0,
6,944.5625283000147,0.0,908.9912079818778,425.2204743063642,0.0,467.9999962012548,85.11183687146678,0.0,966.6164351662964,1200.0,1200.0,582.5265356480365,
6,0.0,277.3024352327874,1200.0,724.2242091042004,0.0,376.2804335187724,56.400919790141096,0.0,960.9056009386844,1200.0,1200.0,647.0000627149851,
7,1200.0,88.16573043160304,1200.0,342.6225166354233,0.0,1167.8262877516397,334.924478025695,0.0,165.50876974435653,1140.7404508880304,1058.9071208366076,1127.000021561638,
7,0.0,70.68623253493223,1200.0,1200.0,61.99995051909575,1200.0,184.7534554524445,0.0,136.82874798015052,1200.0,1043.709449210955,1158.2471252132123,
8,0.0,746.8680737594439,1175.000567929678,1039.9260894529948,0.0,544.238369716462,492.99999937168343,838.3244190146568,0.0,0.0,0.0,1200.0,
8,0.0,0.0,1200.0,1200.0,0.0,812.8344638578253,757.8737015756925,0.0,291.8783234135392,0.0,288.0000417608433,1200.0,
9,485.9999796868817,1200.0,437.09317104390954,318.64973581167345,0.0,0.0,918.7972986324181,0.0,1200.0,0.0,0.0,437.54160723749357,
9,618.8328320182458,422.98884742631424,672.9999953608606,991.6500103170558,0.0,0.0,833.1442381428927,0.0,1200.0,0.0,0.0,377.29114186408844,
10,0.0,908.3410942472592,0.0,1067.1420192202254,0.0,1055.6494254252616,508.88350219070486,0.0,57.00002424552766,0.0,487.57229063780846,1200.0,
10,0.0,869.196560690428,0.0,1067.974650314195,0.0,1062.2860486963086,802.4689076557444,234.52408614757132,33.999992475324945,0.0,0.0,1200.0,
11,467.99999991836336,705.3820132144815,1078.9444157761495,0.0,0.0,0.0,281.09595806868776,1135.183101559665,80.59566890579356,529.532670883334,592.8997427224587,516.7993812793268,
11,1092.6855849981084,337.8173316612249,1165.2435020424946,0.0,0.0,0.0,0.0,1075.9999998789979,120.38935775922747,857.9745100821749,1002.5742738659984,0.0,
12,0.0,572.999999776472,224.28411570549062,771.4314729002175,195.71700047425742,1200.0,1107.973739358051,236.652185453674,0.0,530.0715428086544,0.0,376.9830215653938,
12,0.04682378737477248,580.9999760707151,230.45014291890627,837.313058527895,198.7569690989812,1200.0,489.7525681687853,417.55860262888405,0.0,536.3757481507832,76.24838950921188,267.99987533169303,
13,0.0,0.0,773.4087618889774,514.3305573034993,1062.7248198919972,1008.9999404701609,0.0,399.7146042000356,663.5910077092044,318.0043874332431,0.0,0.0,
13,8.706152214515862,0.0,0.0,553.6721945684423,1200.0,1140.6993958192609,0.0,449.99996903473647,88.90869568779436,127.29966868367896,0.0,1200.0,
14,1200.0,236.78052596357747,250.99997142043233,0.0,0.0,226.87969628008932,0.0,704.9560504062392,265.68797536971795,0.0,943.2882746890976,1200.0,
14,1200.0,216.82621744648108,271.00000820237193,0.0,0.0,223.5846632383592,277.4205727040438,1200.0,179.91253097870037,0.0,0.0,1200.0,
15,960.6887469616815,0.0,931.8025672744061,1200.0,0.0,447.6775294422554,981.7521601511737,0.0,583.8721843829046,0.0,0.0,922.7090470755185,
15,935.413000690164,0.0,932.9199248052278,1159.024710004299,0.0,433.99994910198797,1014.7606501277222,0.0,622.9862859619257,1200.0,0.0,0.0,
16,448.99996570033403,0.0,1200.0,1076.279656233064,170.35116910456793,0.0,826.7503402551345,0.0,1011.8426297904869,1200.0,487.8850479057299,0.0,
16,599.5416981100481,0.0,1088.2115570864355,0.0,896.9835746882735,0.0,946.4057523702041,0.0,914.7575502966813,1200.0,491.5371981614282,0.0,
17,196.36480952906822,0.0,615.9999987297508,1192.5411437814287,920.5157302580707,0.0,457.9992593569567,590.7793672517495,1146.9182391657118,0.0,0.0,0.0,
17,519.2326976950093,0.0,173.70830565225256,335.4540408531877,1200.0,0.0,508.99995781552366,696.2943239759024,1114.9412058454916,0.0,0.0,0.0,
18,823.5601936554309,0.0,1098.328275356982,1200.0,0.0,586.5634135177132,0.0,1079.3209458430838,200.8935970814893,0.0,0.0,1079.9520667084419,
18,897.9747243732105,0.0,1176.6929963317182,1096.8631488944873,12.67317120691505,473.7840598230835,0.0,961.836620933337,0.0,0.0,135.633450999448,1200.0,
19,905.4501205634158,0.0,695.2540604026389,813.9999708996777,608.859615417871,1200.0,0.0,746.5416159236648,476.90850803522017,0.0,0.0,0.0,
19,895.2473306569474,0.0,686.7111655723095,696.7224561065686,562.6254180846726,1200.0,1200.0,439.75150266674603,537.9613068934985,71.99979678855338,0.0,0.0,
20,134.9999841389061,0.0,1115.963141913269,1200.0,791.4817425376001,0.0,612.1566216044611,0.0,396.9487006833144,0.0,1200.0,1200.0,
20,0.0,344.00004637853255,1039.289682233539,1144.4915183760552,862.2694140062138,79.12491442368126,591.572850691331,0.0,380.74305618883506,0.0,1200.0,1200.0,
21,247.9999563272987,0.0,776.9995064250404,97.74089706724183,586.9316291801226,0.0,0.0,661.4744534961043,0.0,1200.0,1200.0,1200.0,
21,91.10851072559923,0.0,808.3504660644702,905.8758490751403,421.9999692710618,0.0,0.0,742.5949096046256,0.0,1200.0,1200.0,103.95969066409306,
22,468.40175174236373,0.0,866.5828088056265,1124.99996628746,19.79714369072578,1200.0,0.0,803.6315205104116,244.8628693839729,0.0,0.0,972.5093854402938,
22,442.2872195954537,0.0,910.761443209349,1087.7639459587938,0.0,1054.4509553630708,0.0,806.9933345375259,0.0,0.0,127.00005148588328,1022.9210038905168,
23,1068.9907231141697,0.0,0.0,596.3757983377147,1031.1665839141988,0.0,0.0,228.999982348507,254.6760125421871,1200.0,1200.0,1200.0,
23,1032.2456397698168,0.0,0.0,639.9999922756484,700.6413518029042,917.223088739857,0.0,165.93897018776744,639.5985772411346,1200.0,1200.0,608.6884718049387,
24,0.0,884.953990197898,198.63249978562098,1200.0,0.0,1116.4248813310287,994.4513366629272,549.535714200296,596.1901183750583,0.0,0.0,0.0,
24,20.403399163221078,339.63384994244194,520.8767846419962,747.7731919204477,208.65435430599334,1117.6100580721961,1030.489713372099,584.9999405021965,576.8084090953998,0.0,0.0,0.0,
25,777.636598873703,0.0,934.6107877843729,0.0,592.8892799688429,1186.9999989977687,691.2081750207816,698.6628005607269,496.9780357861373,0.0,0.0,1009.7406549703825,
25,777.6365768006713,0.0,934.6107585710835,0.0,592.8892377199945,1186.9999745684665,691.2081217754805,698.6627225868531,496.9779517974296,0.0,0.0,1009.7407335753011,
26,784.3901353091971,1121.5953854882443,30.121025867024727,190.74585336110076,71.92744503572447,1006.5100610419017,1173.2225189629187,181.0000009689217,981.7654118808706,263.4998905074309,68.9054899951395,406.974930353049,
26,805.4846828289975,1107.481314394887,43.58812156738205,269.99999769961255,90.60146140349077,1021.7381112432032,0.0,524.4647534436825,879.7056267150214,282.3007709431843,279.38162106994156,289.48362799312116,
27,0.0,1200.0,597.8650076254388,134.80129008861158,0.0,1148.7422272716615,0.0,932.7684200126598,0.0,0.0,0.0,913.8761877269769,
27,0.0,1200.0,833.6303764547171,251.6027631814618,90.67987290174246,0.0,0.0,1069.7885047658672,0.0,285.9833474351249,184.00008247354484,790.6898321796834,
28,410.692738217397,1054.772572571641,961.5639516700031,0.0,803.3773924038074,0.0,0.0,766.9998967597198,323.8828111704198,562.9507199479875,0.0,0.0,
28,618.3018464190973,0.0,1200.0,0.0,1177.3633428420835,38.42099563510748,0.0,568.6326895009646,755.4766680124376,632.0000508369445,0.0,0.0,
29,1200.0,62.47238537193586,1199.8439766158485,866.0000566123285,0.0,0.0,70.39882118234269,1071.9747065917097,561.8415765169144,0.0,0.0,0.0,
29,1083.7035742585101,321.49925112615455,0.0,832.253246554683,0.0,1200.0,122.2105403389269,963.5187134786587,466.99998674841703,0.0,0.0,0.0,
30,1200.0,0.0,253.84541166625502,0.0,531.9999405389055,103.95735822219214,990.8182809187157,173.9222794331487,351.5715371131398,0.0,410.8963332513751,1200.0,
30,936.1267017567409,0.0,252.4207510081077,1200.0,401.1735981290105,0.0,833.8443245603935,0.0,371.58752546044934,0.0,465.0000705313585,1200.0,
31,98.77950331058187,837.9382810625241,954.3643358167086,681.99998562739,854.4853425976838,0.0,236.55484302241334,433.50209198984305,235.408727019453,1200.0,1200.0,0.0,
31,97.44804462493067,831.963634283404,984.5393173885064,718.3614077026574,831.2107194521344,0.0,59.55242058493577,1116.860877211663,0.0,1200.0,0.0,0.0,
32,245.89619805336426,1200.0,827.9668381098134,1046.923882203871,0.0,0.0,868.5644550958768,314.1444350258914,0.0,698.7948756615361,1200.0,1200.0,
32,698.2651868997464,1200.0,766.8937179179256,365.41006611357136,91.99997073841723,0.0,1118.3401903406882,255.50481590922837,569.319961973453,255.80622889548607,1200.0,1200.0,
33,230.71655692974224,206.79610016923257,1200.0,202.62702479727756,0.0,0.0,740.9998033667645,0.0,399.9316579614768,1200.0,998.8198398563904,901.6249581481111,
