1,Sensor2,500.0,496.1518516347075,0.007696296730585004
1,Sensor2,500.0,496.1518516347075,0.007696296730585004
1,Sensor2,300.0,405.8397710212638,0.352799236737546
1,Sensor2,300.0,405.8397710212638,0.352799236737546
2,Sensor2,500.0,485.27110056244965,0.029457798875100707
2,Sensor11,700.0,702.0294963875789,0.0028992805536841256
2,Sensor2,700.0,657.7404394969182,0.06037080071868835
2,Sensor11,300.0,497.5287239612534,0.6584290798708445
3,Sensor8,500.0,542.7222558725573,0.0854445117451146
3,Sensor9,500.0,518.7385545312184,0.03747710906243674
3,Sensor8,700.0,673.1953497029969,0.038292357567147356
3,Sensor9,700.0,705.4117108909247,0.0077310155584638905
4,Sensor10,500.0,410.95875455648746,0.17808249088702507
4,Sensor4,500.0,488.7288978371597,0.022542204325680586
4,Sensor10,700.0,486.40153986565144,0.3051406573347836
4,Sensor4,700.0,664.4466292081823,0.05079052970259665
5,Sensor1,700.0,655.1464276033643,0.06407653199519392
5,Sensor8,700.0,687.4798105870725,0.017885984875610706
5,Sensor1,300.0,363.4080068143214,0.21136002271440474
5,Sensor8,300.0,410.300230506152,0.36766743502050664
6,Sensor3,500.0,480.54037274131497,0.038919254517370064
6,Sensor1,500.0,484.7630756663745,0.030473848667250992
6,Sensor3,700.0,595.0307390821137,0.1499560870255519
6,Sensor1,300.0,286.9731229361463,0.043422923546179014
7,Sensor4,500.0,492.9283343638496,0.01414333127230077
7,Sensor1,700.0,697.6477932465465,0.0033602953620764505
7,Sensor4,700.0,672.8347613685967,0.03880748375914761
7,Sensor1,300.0,363.3966138346045,0.2113220461153484
8,Sensor8,700.0,618.2865862019314,0.11673344828295512
8,Sensor2,700.0,639.774219338017,0.08603682951711854
8,Sensor8,300.0,389.77904926595426,0.2992634975531809
8,Sensor2,300.0,419.88488779922676,0.3996162926640892
9,Sensor4,500.0,481.3836719726344,0.03723265605473125
9,Sensor2,700.0,657.4510468338511,0.06078421880878409
9,Sensor4,700.0,674.275012513978,0.03674998212288853
9,Sensor2,500.0,485.6810371471552,0.028637925705689554
10,Sensor8,300.0,334.219191895722,0.11406397298574006
10,Sensor7,500.0,453.52038042397425,0.09295923915205151
10,Sensor8,500.0,434.3863565950205,0.13122728680995896
10,Sensor7,700.0,607.536969495387,0.1320900435780186
11,Sensor7,500.0,495.338062159368,0.009323875681263985
11,Sensor1,500.0,486.9509503390928,0.0260980993218144
11,Sensor7,300.0,372.85102969445137,0.24283676564817122
11,Sensor1,700.0,671.4283884064171,0.04081658799083276
12,Sensor7,700.0,717.2774246202932,0.024682035171847475
12,Sensor10,700.0,672.3718726040088,0.039468753422844595
12,Sensor7,500.0,511.1162238064873,0.022232447612974625
12,Sensor10,500.0,485.48102331387315,0.029037953372253695
13,Sensor3,700.0,679.5276388043198,0.02924623027954307
13,Sensor9,700.0,706.1771040532647,0.008824434361806653
13,Sensor3,300.0,406.79293771847574,0.3559764590615858
13,Sensor9,500.0,523.211816659204,0.04642363331840806
14,Sensor8,500.0,522.9800183864412,0.04596003677288241
14,Sensor7,300.0,295.0252257637934,0.01658258078735533
14,Sensor8,700.0,664.1728900300947,0.051181585671293335
14,Sensor7,500.0,427.8538135521258,0.14429237289574837
15,Sensor10,300.0,416.409524360049,0.3880317478668299
15,Sensor11,500.0,378.4875493573658,0.24302490128526835
15,Sensor10,700.0,588.0161665460724,0.15997690493418223
15,Sensor11,300.0,382.5213820258256,0.27507127341941856
16,Sensor5,500.0,468.0089200373041,0.06398215992539179
16,Sensor4,700.0,680.1030286151571,0.028424244835489876
16,Sensor5,700.0,587.8044264242452,0.16027939082250683
16,Sensor4,300.0,384.28073850364285,0.28093579501214283
17,Sensor4,700.0,699.3817500485892,8.832142163011472E-4
17,Sensor3,500.0,458.55146084709327,0.08289707830581347
17,Sensor4,500.0,524.494902809549,0.04898980561909798
17,Sensor3,300.0,294.2116533968825,0.01929448867705825
18,Sensor7,500.0,457.2912412585628,0.08541751748287436
18,Sensor9,500.0,505.22079258998644,0.01044158517997289
18,Sensor7,300.0,423.8872083087781,0.41295736102926034
18,Sensor9,300.0,424.84270940165845,0.41614236467219484
19,Sensor10,300.0,259.514835617396,0.13495054794201336
19,Sensor7,300.0,353.64817333408104,0.1788272444469368
19,Sensor10,700.0,513.161191567811,0.2669125834745557
19,Sensor7,500.0,632.7865293978897,0.2655730587957794
20,Sensor6,300.0,411.1115974291162,0.3703719914303874
20,Sensor2,300.0,411.69648394042747,0.37232161313475826
20,Sensor6,500.0,481.0518095828436,0.03789638083431282
20,Sensor2,500.0,498.3820206093375,0.003235958781325053
