,power consumption[W]
,standard,proposed
1,234.36769875042575,212.03693140494153,
2,264.75482636912125,242.3142820300431,
3,227.35164806579078,249.8161430333367,
4,155.6621678254236,151.8505654887403,
5,232.99157473786016,226.0628838223729,
6,245.01620428851166,233.55894846640706,
7,282.07574345916544,272.57490063382363,
8,218.6344579952135,218.96831387808487,
9,181.76615158582908,192.07254226435177,
10,191.9299719279218,208.98436890125222,
11,195.6138589838451,207.70498600402476,
12,189.50081144354746,168.0314831300523,
13,172.63816044887528,199.2331864924828,
14,182.84851872923176,196.74862670037385,
15,218.32031679683968,208.29909408769305,
16,232.28350999889602,242.11141296534478,
17,186.13088049288032,211.47501766096084,
18,219.74344100948747,243.61993541468632,
19,197.69201779182728,201.73374979917338,
20,240.42294302138112,183.76673801456042,
21,216.28562004753877,225.6588670136635,
22,206.69456369191383,192.99201961541107,
23,244.98711783160917,237.0763289061479,
24,200.9973884761116,220.14818398528215,
25,231.09926662637736,241.62081112091803,
26,227.26554782766982,203.72797352134899,
27,179.28188488343173,173.6056573031629,
28,177.72761693523614,171.62902759757944,
29,182.98825577456105,171.05453711946973,
30,189.5326702320739,191.4986629947223,
31,243.31354959309306,237.86753349557765,
32,274.15046202023376,251.25798493286442,
33,220.2009780150986,224.68146692969302,
34,201.59324462011955,207.17539578307054,
35,223.92233628490092,225.8570446297373,
36,238.57107236126956,229.16893753394965,
37,225.31794938606444,247.73041814099503,
38,217.93261025465117,202.09738935238093,
39,230.08357371578398,227.78704411159563,
40,242.99242016262076,223.96673765208908,
41,229.8723699451072,242.4861566860934,
42,273.44848887182576,265.03576677743945,
43,193.9265606678561,242.1121962474257,
44,162.35890843474579,192.89639316118428,
45,208.1919721511898,196.47215407520966,
46,177.1709573009561,188.05189608060985,
47,195.46901279567598,161.61277454006452,
48,198.6111369071257,167.95002444127428,
49,274.36847292524095,274.9472176812942,
50,199.46886570487032,198.9035092139893,
