,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,
1,0.2440803114652681,3.84814826249044,1.5764666798580151,5.287234522520919,8.453673323442501,0.7618257011386049,4.254578562492043,68.88477727376733,80.54192546390277,0.8359079935783029,101.06697727221547,140.97821807974572,0.2440803114652681,3.84814826249044,1.5764666798580151,5.287234522520919,8.453673323442501,200.7618257011386,4.254578562492043,68.88477727376733,80.54192546390277,0.8359079935783029,298.93302272778453,140.97821807974572,
2,28.575434379759372,14.728899335462813,48.0665060228979,28.6443476578454,143.40115529427908,58.215991388947145,10.58991487592425,9.532279695312468,2.903308612769365,14.83270530780726,2.0294967058005113,5.634383025223428,28.575434379759372,14.728899335462813,48.0665060228979,28.6443476578454,56.59884470572092,58.215991388947145,10.58991487592425,9.532279695312468,2.903308612769365,14.83270530780726,2.0294967058005113,394.3656169747766,
3,2.1809356269609452,16.918113971820276,27.915226995208457,3.856015965335928,2.7790694894456465,1.9330959957958385,59.001571780364486,42.722256275603286,18.73855501596097,93.19488441631836,59.690585173889076,21.401076479518224,2.1809356269609452,16.918113971820276,172.08477300479154,3.856015965335928,2.7790694894456465,1.9330959957958385,259.0015717803645,42.722256275603286,18.73855501596097,93.19488441631836,59.690585173889076,21.401076479518224,
4,4.636825205161358,40.834635618322636,7.033352988311435,11.271102058971906,26.010939201137944,0.7449042500932137,113.66435150555486,83.57925785921759,41.10074331377177,89.04124538109238,122.4411278888349,56.703339798842876,13.601169555674574,70.78612897695615,13.741980697835118,9.9639406300318,12.574986832912714,9.579515232911149,36.61948786364496,58.83965352669702,39.552440670780356,54.25677437248049,116.466999274697,56.462323431849086,
5,44.85357204174386,82.91510071114305,94.83262723033573,89.7909271352039,129.4075549717058,53.216381422517884,12.078833190586238,12.52018908470302,5.10782056396863,10.83649364135647,5.333021048808632,7.3804281578779865,44.85357204174386,82.91510071114305,94.83262723033573,89.7909271352039,129.4075549717058,53.216381422517884,12.078833190586238,187.47981091529698,5.10782056396863,10.83649364135647,194.66697895119137,7.3804281578779865,
6,15.236924280218204,64.30676315709871,19.459627202826653,43.620087225618704,58.35523879814889,32.15735156080581,78.52127672699004,93.93657664006628,13.648957143645703,114.24395205715132,7.16255718574223,11.923471425923935,20.2669963671226,22.590090134405386,12.926185287359601,20.151139401724436,3.8884228751125534,9.598312666661684,73.13482280625004,66.80401562226098,16.649609460790202,101.0317130915962,1.4452655603455469,0.6893455313186223,
7,2.352206600184104,7.225241706904228,0.9533346550421129,7.071665417698057,3.7005682569418354,9.69717855378201,31.235654214768942,124.42587833706091,30.733127377222843,24.753229329507008,68.32042493269273,24.12392454022256,2.352206600184104,7.225241706904228,0.9533346550421129,7.071665417698057,196.29943174305816,9.69717855378201,31.235654214768942,124.42587833706091,169.26687262277716,24.753229329507008,68.32042493269273,24.12392454022256,
8,83.7102823680575,60.22578065768266,9.093562345533883,53.51778750235053,172.8843735791832,46.36166708138501,36.211973216492765,81.71341379621435,162.24436799582747,18.920773942688356,157.82892923823147,197.99191590444616,31.615678628618014,3.6503697707195215,76.10334034513926,39.457891226196125,152.2678186496891,18.179059410601212,33.074146739406956,80.1476722268701,73.14847541761014,13.679571947339468,168.30341705763408,109.80749265690599,
9,3.741685076067313,42.548953142203345,15.410939098966765,18.616327994803328,75.17267134224193,22.386420283716518,38.694814808071214,72.4028742997508,9.757099697927629,9.993740327519959,60.466604836310125,47.85677451843139,3.741685076067313,42.548953142203345,15.410939098966765,18.616327994803328,75.17267134224193,22.386420283716518,38.694814808071214,72.4028742997508,9.757099697927629,9.993740327519959,339.5333951636899,152.1432254815686,
10,96.58770024117592,109.67501090522921,100.23608364136737,45.52318620377605,121.3596557168458,54.40415507208411,46.479619539693715,34.21919193995541,37.950794686786026,36.13997029435103,31.548501533738545,67.3170358250369,96.58770024117592,109.67501090522921,100.23608364136737,45.52318620377605,121.3596557168458,145.5958449279159,46.479619539693715,34.21919193995541,37.950794686786026,363.86002970564897,31.548501533738545,67.3170358250369,
11,13.0946767770007,21.839406264395166,25.27903177907558,6.0470099060826215,63.5415017931594,45.10081961324295,4.799752842395037,0.018707137578303445,4.280927220816068,2.7840801405739057,8.853475679572966,0.5253689447134775,13.0946767770007,221.83940626439517,25.27903177907558,6.0470099060826215,63.5415017931594,154.89918038675705,4.799752842395037,0.018707137578303445,4.280927220816068,2.7840801405739057,8.853475679572966,0.5253689447134775,
