165,Down:Mid:Mid:Mid:,Mid:Up:Mid:Up:,Down:Up:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
183,Down:Mid:Mid:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Down:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
185,Down:Mid:Mid:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
189,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
194,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
195,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Up:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
203,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Up:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
225,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Up:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
233,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
315,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
398,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
406,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Up:Up:,Mid:Up:Mid:Up:,
428,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Up:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
451,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Down:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
476,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Down:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
554,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Mid:Mid:Down:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
650,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Down:Mid:Down:,Up:Down:Down:Mid:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
667,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Down:Mid:Down:,Up:Down:Down:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
753,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Down:Mid:Down:,Up:Down:Down:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
836,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Down:Mid:Down:,Up:Down:Down:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
839,Down:Mid:Down:Mid:,Mid:Up:Mid:Up:,Up:Down:Up:Mid:,Down:Down:Mid:Up:,Down:Down:Mid:Down:,Up:Down:Down:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Up:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
2,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
6,Mid:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
9,Down:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
14,Down:Down:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
16,Down:Down:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
20,Down:Down:Mid:Mid:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
22,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
26,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
27,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
28,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
34,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
42,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
47,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
63,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
66,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
72,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
80,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Mid:Mid:Mid:Mid:,Mid:Up:Up:Down:,Mid:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
137,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Mid:Mid:Mid:,Mid:Up:Up:Down:,Mid:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Up:Mid:,
143,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Mid:Mid:Mid:,Mid:Up:Up:Down:,Mid:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Up:Up:Mid:,
149,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Mid:Mid:Mid:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Up:Up:Mid:,
151,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Mid:Mid:Down:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Up:Up:Mid:,
156,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Mid:Mid:Down:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
157,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
164,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
169,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
451,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
740,Down:Down:Mid:Down:,Down:Mid:Mid:Mid:,Mid:Mid:Up:Down:,Down:Down:Mid:Down:,Mid:Up:Up:Down:,Down:Up:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
3,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
7,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
9,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
10,Down:Mid:Mid:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
14,Down:Mid:Down:Mid:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
15,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
19,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
23,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
28,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Mid:Down:Mid:,Up:Mid:Mid:Mid:,
30,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Up:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Up:Down:Mid:,Up:Mid:Mid:Mid:,
32,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Up:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Up:Down:Mid:,Up:Mid:Mid:Mid:,
34,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Down:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Up:Down:Mid:,Up:Mid:Mid:Mid:,
39,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Down:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Mid:,Up:Mid:Mid:Mid:,
43,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Down:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
52,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Down:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
57,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Down:Mid:Up:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
59,Down:Mid:Down:Mid:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Down:Mid:Up:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
83,Down:Mid:Down:Down:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Down:Mid:Up:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
94,Down:Mid:Down:Down:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
95,Down:Mid:Down:Down:,Mid:Up:Up:Mid:,Mid:Up:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
109,Down:Mid:Down:Down:,Mid:Up:Up:Mid:,Down:Up:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
115,Down:Mid:Down:Down:,Mid:Up:Up:Up:,Down:Up:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Mid:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
118,Down:Mid:Down:Down:,Mid:Up:Up:Up:,Down:Up:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
128,Up:Mid:Down:Down:,Mid:Up:Up:Up:,Down:Up:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
