,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,1200.0,1082.9986533565607,0.0,0.0,0.0,0.0,1200.0,1094.9999260238951,0.0,
3,1200.0,1089.9669990934046,0.0,0.0,0.0,0.0,1200.0,1076.9998651487258,0.0,
18,1200.0,1094.5930038206352,0.0,0.0,0.0,0.0,1200.0,1106.9999947447066,0.0,
28,1200.0,1180.8571726111925,0.0,0.0,0.0,0.0,1200.0,1108.7886013516256,0.0,
30,1200.0,1180.9999573181215,0.0,0.0,0.0,0.0,1200.0,1108.8576681164332,0.0,
34,1200.0,1191.7690320058634,0.0,0.0,0.0,0.0,1200.0,1077.267188474557,0.0,
38,1200.0,1190.752682761257,0.0,0.0,0.0,0.0,1200.0,1077.4849971897572,0.0,
40,1200.0,1190.4673197097848,0.0,0.0,0.0,0.0,1200.0,1077.9998803907758,0.0,
42,1200.0,1190.4706617617346,0.0,0.0,0.0,0.0,1200.0,1077.9998752631163,0.0,
50,1200.0,1190.4822202593746,0.0,0.0,0.0,0.0,1200.0,1077.9998731153025,0.0,
51,1200.0,1171.5533774335643,0.0,0.0,0.0,0.0,1200.0,1084.4245830693462,0.0,
55,1200.0,1171.9998540273891,0.0,0.0,0.0,0.0,1200.0,1084.476353520976,0.0,
60,1200.0,1200.0,0.0,0.0,0.0,0.0,668.5521872936928,1200.0,179.77851384726858,
61,1200.0,1200.0,0.0,0.0,0.0,0.0,668.5511817932482,1200.0,179.77964370414426,
62,1200.0,1200.0,0.0,0.0,0.0,0.0,668.5511817889394,1200.0,179.7796437089862,
104,1200.0,1200.0,0.0,0.0,0.0,0.0,653.6612676540394,1200.0,189.79011514155067,
109,1200.0,1200.0,0.0,0.0,0.0,0.0,653.6612651281731,1200.0,189.79011781631402,
110,1200.0,1200.0,0.0,0.0,0.0,0.0,653.661251564649,1200.0,189.79013217939155,
112,887.4434108067434,1200.0,211.1969474274346,0.0,0.0,0.0,698.4181248105417,1200.0,221.4627061801257,
113,887.4415055867465,1200.0,211.19898229759468,0.0,0.0,0.0,698.4201417563428,1200.0,221.46056070697327,
115,887.3298898748046,1200.0,211.3175868714721,0.0,0.0,0.0,698.5155278447968,1200.0,221.35928321339364,
132,890.6043544693654,1200.0,211.0445197699391,0.0,0.0,0.0,688.5896056049146,1200.0,223.98014479571293,
137,890.5765987431741,1200.0,211.07340691907416,0.0,0.0,0.0,688.6111862865446,1200.0,223.95840619553505,
165,890.4693607732644,1200.0,211.18506888861592,0.0,0.0,0.0,688.668447972278,1200.0,223.90090546897142,
183,874.2691176056136,1200.0,203.48267859941805,0.0,0.0,0.0,692.1206231262886,1200.0,224.3720322054195,
185,874.8969386083946,1200.0,202.93295819639644,0.0,0.0,0.0,691.4702638307366,1200.0,224.99999585965037,
189,835.5240732216644,1200.0,195.16665131438933,0.0,0.0,0.0,701.5854231186293,1200.0,233.06918282685612,
194,835.1589580100169,1200.0,195.51146023659217,0.0,0.0,0.0,701.8939009883973,1200.0,232.76372201905951,
195,835.1590025865851,1200.0,195.51141808870125,0.0,0.0,0.0,701.8938319268236,1200.0,232.7637912246945,
203,835.1590025866468,1200.0,195.51141808864304,0.0,0.0,0.0,701.8938319267285,1200.0,232.76379122478988,
225,835.1590025869227,1200.0,195.51141808838221,0.0,0.0,0.0,701.8938319263016,1200.0,232.76379122521743,
233,835.1590025883481,1200.0,195.51141808703463,0.0,0.0,0.0,701.8938319240981,1200.0,232.76379122742543,
315,835.159002588352,1200.0,195.51141808703085,0.0,0.0,0.0,701.8938319240922,1200.0,232.76379122743148,
398,814.2827979362505,1200.0,249.01336287256836,0.0,0.0,0.0,701.5483870070804,1200.0,230.31937353353786,
406,813.96335035566,1200.0,249.3741798144228,0.0,0.0,0.0,701.9999965638651,1200.0,229.85772858784878,
428,826.8509285846943,1200.0,230.85360296754678,0.0,0.0,0.0,669.0616838439536,1200.0,454.0148110017987,
451,826.4250206652875,1200.0,231.34217922513037,0.0,0.0,0.0,669.1154629730548,1200.0,453.9524076291985,
476,826.966848948397,1200.0,230.72127059614235,0.0,0.0,0.0,668.9999960413963,1200.0,454.07925414332044,
554,826.8098936104827,1200.0,230.9005419004869,0.0,0.0,0.0,669.0766429375439,1200.0,453.99893618875177,
650,826.8098969907159,1200.0,230.9005380678521,0.0,0.0,0.0,669.0766392283937,1200.0,453.9989399948148,
667,826.8095612576168,1200.0,230.90092209953167,0.0,0.0,0.0,669.0767620154834,1200.0,453.9988097121991,
753,826.8095630239922,1200.0,230.9009200961223,0.0,0.0,0.0,669.0767601229801,1200.0,453.99881165494884,
836,826.8095608932781,1200.0,230.90092251387017,0.0,0.0,0.0,669.0767623249559,1200.0,453.9988093930642,
839,826.798890270211,1200.0,230.91312888335332,0.0,0.0,0.0,669.0806159654056,1200.0,453.99471794607757,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,979.8102505648319,0.0,0.0,1200.0,912.9999384802996,0.0,0.0,0.0,0.0,
2,998.2389925423379,0.0,0.0,1200.0,900.6139312046791,0.0,0.0,0.0,0.0,
6,984.2049342006344,0.0,0.0,1200.0,941.8425026776736,0.0,0.0,0.0,104.68810434453017,
9,945.9998659034061,0.0,0.0,1200.0,945.0351658502152,0.0,0.0,0.0,118.54159599795335,
14,939.385723495963,0.0,0.0,1200.0,949.9488877944544,0.0,0.0,0.0,106.40625377597786,
16,938.7592577869859,0.0,0.0,1200.0,949.8530355010641,0.0,0.0,0.0,107.27616558416135,
20,937.2842545045927,0.0,0.0,1200.0,949.9140313911429,0.0,0.0,0.0,108.46765145914262,
22,937.8699855705987,0.0,0.0,1200.0,923.8410593114935,0.0,0.0,0.0,154.7240052002643,
26,947.4778855580713,0.0,0.0,1200.0,915.9122771196849,0.0,0.0,0.0,166.28786583096212,
27,1195.479954070431,0.0,0.0,672.30076480562,1013.9999994737241,0.0,0.0,0.0,385.41075010377784,
28,1200.0,0.0,0.0,655.9998313982862,1019.5162136451615,0.0,0.0,0.0,386.3307443175849,
34,1200.0,0.0,0.0,640.6244360861249,1024.533134070975,0.0,0.0,0.0,393.78326370599893,
42,1200.0,0.0,0.0,636.9998941362455,1028.6386899728318,0.0,0.0,0.0,384.00452157446483,
47,1200.0,0.0,0.0,634.7161179674043,1029.7788133161332,0.0,0.0,0.0,383.0000730108867,
63,1200.0,0.0,0.0,627.1779200743866,1032.8801423859497,0.0,0.0,0.0,383.7897336802629,
66,1200.0,0.0,0.0,622.2284808592382,1034.8067001124762,0.0,0.0,0.0,384.6484820970764,
72,1200.0,0.0,0.0,637.8540658898062,1024.9882694277346,0.0,0.0,0.0,383.3478462577058,
80,1180.7086877813845,0.0,0.0,860.7585356347703,982.7989215271572,0.0,0.0,0.0,452.6277862885773,
137,1134.884111169303,0.0,0.0,833.9997453310275,1001.9400343559336,0.0,0.0,0.0,424.8606844200911,
143,1144.5305283677217,0.0,0.0,804.759748007962,1016.8421944565629,0.0,0.0,0.0,402.4109751785377,
149,1154.8227337007356,0.0,0.0,792.5059761263411,1018.3501854922155,0.0,0.0,0.0,406.2462427433029,
151,1132.7829204094494,0.0,0.0,671.8889099833762,1066.3918679190058,0.0,0.0,0.0,387.66677271108574,
156,1137.0000214371864,0.0,0.0,663.4993862414691,1069.2091123214125,0.0,0.0,0.0,388.71497667716966,
157,1123.547640884131,0.0,0.0,612.5533637372226,1092.631808448789,0.0,0.0,0.0,377.8786417039261,
164,1122.4897553206265,0.0,0.0,611.9045962369369,1093.9800956015986,0.0,0.0,0.0,376.6828546710461,
169,1126.7650202302211,0.0,0.0,605.9998488297824,1095.4027863654567,0.0,0.0,0.0,377.9643770127468,
451,1124.5218905788824,0.0,0.0,606.9138223623341,1095.8105762384196,0.0,0.0,0.0,377.7059333302823,
740,1126.6852118961979,0.0,0.0,605.9358130432005,1094.999975162968,0.0,0.0,0.0,378.8939414251984,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,519.7343898006177,817.9077479989019,0.0,0.0,0.0,1200.0,0.0,597.3195416809112,1200.0,
3,506.9998953791997,823.1183582600278,0.0,0.0,0.0,1200.0,0.0,597.8609054905462,1200.0,
7,501.56236844116665,818.0000292535035,0.0,0.0,0.0,1200.0,0.0,600.9644780319327,1200.0,
9,499.6669933693823,820.9739707935637,0.0,0.0,0.0,1200.0,0.0,578.5969567886217,1200.0,
10,173.9999504955568,982.399601673135,0.0,0.0,0.0,1200.0,0.0,595.0490169578604,1200.0,
14,173.00001495657077,978.8187900973987,0.0,0.0,0.0,1200.0,0.0,596.4948528543492,1200.0,
15,0.0,1138.3063503705764,0.0,0.0,0.0,1200.0,0.0,605.2601712628839,1200.0,
19,0.0,1141.3660833513904,0.0,0.0,0.0,1200.0,0.0,618.5061651210457,1200.0,
23,0.0,1140.9475187860526,0.0,0.0,0.0,1200.0,0.0,618.9998658157757,1200.0,
28,0.0,1143.2079858831319,0.0,0.0,0.0,1200.0,0.0,666.1536711607292,1200.0,
30,0.0,1141.4032005636625,0.0,0.0,0.0,1200.0,0.0,726.0000477676543,1200.0,
32,0.0,1140.9999786247365,0.0,0.0,0.0,1200.0,0.0,726.5058297713474,1200.0,
34,0.0,1140.9999788344776,0.0,0.0,0.0,1200.0,0.0,726.5959225525544,1200.0,
39,0.0,1148.706536312842,0.0,0.0,0.0,1192.991847479345,0.0,689.9788057475452,1200.0,
43,0.0,1154.8153319689263,0.0,0.0,0.0,1200.0,0.0,656.6367711507964,1200.0,
52,0.0,1125.3695309210805,0.0,0.0,0.0,1200.0,0.0,631.6700514139321,1200.0,
57,122.3892422928322,1038.6483856526045,0.0,0.0,0.0,1169.092944636355,0.0,598.2818637062627,1200.0,
59,102.6972664515623,1049.9518471173558,0.0,0.0,0.0,1165.9182937836506,0.0,600.12209333936,1200.0,
83,124.70901955837373,1035.343901434264,0.0,0.0,0.0,1168.9999426866839,0.0,598.5357620780152,1200.0,
94,119.02211502379689,1038.7721515771357,0.0,0.0,0.0,1167.1281182109121,0.0,599.5357704994494,1200.0,
95,119.22147445924391,1038.6550681211104,0.0,0.0,0.0,1167.162403317827,0.0,599.5192548849957,1200.0,
109,118.65836496993683,1039.2120591550026,0.0,0.0,0.0,1166.5466113425628,0.0,599.7941953130963,1200.0,
115,0.0,898.3247713942911,361.9885606061507,0.0,0.0,1200.0,0.0,593.0920221493827,1200.0,
118,0.0,893.1643855848508,273.74436084101507,0.0,0.0,1200.0,0.0,557.4948645505265,1200.0,
128,0.0,893.1654289007939,273.74659300505925,0.0,0.0,1200.0,0.0,557.4963873616863,1200.0,
140,0.0,969.4782455389668,154.9998960624142,0.0,0.0,1200.0,0.0,567.4314228682337,1200.0,
148,0.0,972.8645528463987,146.37789435424253,0.0,0.0,1200.0,0.0,567.9999900248217,1200.0,
150,0.0,972.648822249643,146.90866883069108,0.0,0.0,1200.0,0.0,567.9457304763127,1200.0,
169,0.0,964.9033731798518,171.29680659049626,0.0,0.0,1200.0,0.0,567.2152554660452,1200.0,
177,0.0,961.996603475286,176.77418892752127,0.0,0.0,1199.7764825077045,0.0,618.2331289406737,1200.0,
179,0.0,963.5423821407363,172.56846363493344,0.0,0.0,1199.9201190570152,0.0,618.4936510844924,1200.0,
185,0.0,965.3095314234522,167.87762151186317,0.0,0.0,1200.0,0.0,618.8335671314275,1200.0,
187,0.0,966.0000222185517,165.69825023328,0.0,0.0,1200.0,0.0,618.8306586294214,1200.0,
202,0.0,966.6300012227067,164.1979130094479,0.0,0.0,1200.0,0.0,618.9590646004351,1200.0,
212,0.0,969.0138044463282,146.99989918311832,0.0,0.0,1200.0,0.0,619.8269872783234,1200.0,
216,0.0,970.9487043292186,142.91454502554964,0.0,0.0,1200.0,0.0,620.6323177623343,1200.0,
218,0.0,970.9999995030244,142.45161106599934,0.0,0.0,1200.0,0.0,619.992427093789,1200.0,
221,0.0,972.043386663858,89.5609696227318,0.0,0.0,1200.0,0.0,590.548746084225,1200.0,
226,0.0,976.450628044986,78.61545741181176,0.0,0.0,1200.0,0.0,591.9998299155553,1200.0,
310,0.0,972.5058275776481,77.75841446104707,0.0,0.0,1200.0,0.0,591.6782531689981,1200.0,
338,0.0,971.8878385647373,78.3694575162646,0.0,0.0,1200.0,0.0,591.999921031108,1200.0,
340,0.0,973.9295419309339,79.96929174944064,0.0,0.0,1200.0,0.0,591.8483190134036,1200.0,
