,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,1200.0,1082.9986533565607,0.0,0.0,0.0,0.0,1200.0,1094.9999260238951,0.0,
21,1200.0,1084.2213370537058,0.0,0.0,0.0,0.0,1200.0,1182.1682182906277,0.0,
23,1200.0,1083.8455068874173,0.0,0.0,0.0,0.0,1200.0,1182.9998128659417,0.0,
25,1200.0,1083.8986694960029,0.0,0.0,0.0,0.0,1200.0,1182.999818843449,0.0,
37,1200.0,1124.1438115769165,0.0,0.0,0.0,0.0,838.4560999417153,1200.0,169.82698880171955,
45,1200.0,1092.8603820122175,0.0,0.0,0.0,0.0,847.4455171010187,1200.0,185.95124952695107,
50,1200.0,1092.8603824332888,0.0,0.0,0.0,0.0,847.4454142495402,1200.0,185.95135351361353,
63,1200.0,1093.8162489711979,0.0,0.0,0.0,0.0,833.5506812842799,1200.0,194.61998708156474,
66,1200.0,1093.8162486827694,0.0,0.0,0.0,0.0,833.5507035892562,1200.0,194.61996568761165,
72,1200.0,1075.4093519152655,0.0,0.0,0.0,0.0,840.3009234697286,1200.0,205.35054451922286,
76,1200.0,1075.4093240110444,0.0,0.0,0.0,0.0,840.302944059581,1200.0,205.34861434465265,
80,1200.0,1075.4142614646585,0.0,0.0,0.0,0.0,839.9211191701047,1200.0,205.7148440004764,
81,1200.0,1075.4142596078525,0.0,0.0,0.0,0.0,839.9212627612853,1200.0,205.71470627412597,
82,1200.0,1159.3781016928726,0.0,0.0,0.0,0.0,829.954505995127,1200.0,221.06314061739806,
94,1200.0,1159.3781012707761,0.0,0.0,0.0,0.0,829.9545341700539,1200.0,221.06311361857436,
96,1171.8195517185502,1200.0,0.0,0.0,0.0,0.0,824.1714252806067,1200.0,246.65702080454636,
97,1171.8195574241104,1200.0,0.0,0.0,0.0,0.0,824.1713558711239,1200.0,246.6570852737727,
99,1186.999718169308,1200.0,0.0,0.0,0.0,0.0,807.7902473751068,1200.0,236.34133222225248,
103,1183.2403729699088,1200.0,0.0,0.0,0.0,0.0,797.7692988291382,1200.0,246.4451987449438,
104,1197.60856402274,1200.0,0.0,0.0,0.0,0.0,766.9780712821162,1200.0,234.69521725501357,
107,1197.6085642737287,1200.0,0.0,0.0,0.0,0.0,766.9780630461756,1200.0,234.69522597991974,
108,1197.6085642737778,1200.0,0.0,0.0,0.0,0.0,766.9780630445666,1200.0,234.6952259816243,
111,664.3925440184153,1200.0,450.2124309574885,0.0,0.0,0.0,854.8173550953333,1200.0,213.5506946381798,
120,664.3932984124158,1200.0,450.21158142201335,0.0,0.0,0.0,854.81644858116,1200.0,213.55170589734678,
139,664.4228553029942,1200.0,450.17823673886,0.0,0.0,0.0,854.7789371115324,1200.0,213.5935000470257,
153,664.4279488590857,1200.0,450.17247608537997,0.0,0.0,0.0,854.7719973261383,1200.0,213.6012204887745,
157,652.6258110948392,1200.0,438.978253348957,0.0,0.0,0.0,856.6077219598793,1200.0,220.53555156669205,
158,652.6258240800562,1200.0,438.9782397418396,0.0,0.0,0.0,856.6077060894586,1200.0,220.53556881567062,
162,652.8991615953288,1200.0,438.6934150872284,0.0,0.0,0.0,856.328975334735,1200.0,220.83833575627827,
169,652.936797268611,1200.0,438.65100800611486,0.0,0.0,0.0,856.1805332977798,1200.0,220.99999647133305,
191,652.8007986437339,1200.0,438.7815312568192,0.0,0.0,0.0,855.9332862308464,1200.0,221.27003674311877,
208,654.1835080085935,1200.0,441.0442105671551,0.0,0.0,0.0,846.7549464096417,1200.0,220.22566940895553,
209,654.1835236180265,1200.0,441.0441947891485,0.0,0.0,0.0,846.7549284482752,1200.0,220.2256875789127,
212,654.1936528150894,1200.0,441.033955212432,0.0,0.0,0.0,846.7436578023143,1200.0,220.2370882549286,
217,654.2080742056922,1200.0,441.0193844034038,0.0,0.0,0.0,846.7246042190625,1200.0,220.2563686069055,
340,654.2392651591987,1200.0,440.9880693427237,0.0,0.0,0.0,846.6044251931474,1200.0,220.37813571026751,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,979.8102505648319,0.0,0.0,1200.0,912.9999384802996,0.0,0.0,0.0,0.0,
5,1139.4758894361921,0.0,0.0,863.8481188259238,968.4933950753849,0.0,0.0,0.0,189.2023185392166,
7,1150.6579666550242,0.0,0.0,801.6572366618644,961.9999886727162,0.0,0.0,0.0,243.76638594625487,
11,1184.7119252430941,0.0,0.0,742.0000589220646,959.9026978435394,0.0,0.0,0.0,281.5004477829357,
14,1182.4516841521172,0.0,0.0,746.6906475830249,958.9998096261108,0.0,0.0,0.0,279.5442856683514,
23,1187.537703098235,0.0,0.0,769.9189182908453,943.9998501896945,0.0,0.0,0.0,280.6016692312793,
26,1200.0,0.0,0.0,959.4527069894428,924.9629903396908,0.0,0.0,0.0,268.66282808100084,
31,1200.0,46.463077995677196,0.0,867.9998593373638,987.9459053150009,0.0,0.0,0.0,331.8578086586722,
33,1200.0,47.61447021771564,0.0,855.99361901434,992.9998721541727,0.0,0.0,0.0,332.33334702471916,
38,1200.0,52.70450028473889,0.0,853.6412449699102,993.1463126589261,0.0,0.0,0.0,332.06906875623565,
47,1200.0,60.930887770557426,0.0,844.9998123130096,992.0406945900436,0.0,0.0,0.0,339.3650156323999,
49,1200.0,60.490151387314995,0.0,845.9998020147638,992.6896740252402,0.0,0.0,0.0,336.1827329512293,
54,1200.0,41.405648450330546,0.0,866.0323438572846,1015.7400006520481,0.0,0.0,0.0,301.99994814826226,
55,1200.0,32.99998063152518,0.0,748.7810795933034,1053.8896842034308,0.0,0.0,0.0,278.2584726344766,
58,1200.0,15.45635042457885,0.0,710.4353891638018,1072.5165447503875,0.0,0.0,0.0,295.9209694720989,
59,1200.0,32.690893649146126,0.0,674.969635423382,1081.9928809232215,0.0,0.0,0.0,295.84535329541245,
66,1200.0,41.51263533429771,0.0,621.0000660742052,1102.6823239788355,0.0,0.0,0.0,300.64711983855915,
77,1200.0,37.4095639044328,0.0,650.9998494875945,1093.4286685721918,0.0,0.0,0.0,280.0869459587654,
83,1200.0,37.51903380782052,0.0,649.156071220264,1095.5838979405721,0.0,0.0,0.0,276.9716681743136,
91,1200.0,40.273280985890395,0.0,636.9999194842732,1097.9026016245011,0.0,0.0,0.0,283.5280517970469,
97,1200.0,1.9749682667110258,0.0,635.9998102156217,1107.666874618911,0.0,0.0,0.0,288.9462829502956,
103,1200.0,3.5734029136653187,0.0,635.65050254113,1104.6499799310955,0.0,0.0,0.0,287.4727080107524,
107,1200.0,5.0000377624725445,0.0,627.1718678929246,1106.9405259097084,0.0,0.0,0.0,290.72455601180195,
112,1200.0,10.459128340468046,0.0,595.5903611659098,1119.6276154593431,0.0,0.0,0.0,291.79107772289314,
154,1200.0,6.369092143013015,0.0,617.9926872967906,1111.9999071317593,0.0,0.0,0.0,286.7121677115475,
158,1200.0,16.448969262650092,0.0,538.999780385887,1124.439261892464,0.0,0.0,0.0,299.68245981354056,
161,1200.0,16.86673502078629,0.0,536.9113097632616,1125.5451851407406,0.0,0.0,0.0,299.6637924680769,
170,1200.0,18.47665153881507,0.0,524.4563212159974,1131.9996021686804,0.0,0.0,0.0,296.79546993303916,
175,1200.0,13.728683264508483,0.0,483.79663836748654,1148.999970890528,0.0,0.0,0.0,289.0627462981932,
177,1200.0,20.8339637580177,0.0,472.41206918805545,1151.7715281051323,0.0,0.0,0.0,291.6042405214234,
211,1200.0,22.715041416327402,0.0,465.35903754844827,1154.5975889962585,0.0,0.0,0.0,292.6141498495089,
230,1200.0,21.418179605882603,0.0,468.8680802689209,1153.90124745954,0.0,0.0,0.0,290.7391888461177,
234,1200.0,21.490532084885626,0.0,467.82337661471416,1154.885353584179,0.0,0.0,0.0,289.0000800243857,
257,1200.0,22.99999135767683,0.0,461.9647211407742,1156.329086086338,0.0,0.0,0.0,292.2123618494589,
469,1200.0,22.5687734232803,0.0,462.79074499158503,1156.981491266821,0.0,0.0,0.0,289.46700546932374,
875,1200.0,24.864665392428844,0.0,453.8532261692927,1159.9674176929225,0.0,0.0,0.0,292.7956550957377,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,519.7343898006177,817.9077479989019,0.0,0.0,0.0,1200.0,0.0,597.3195416809112,1200.0,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,0.0,902.6955322703392,251.8721085255577,0.0,0.0,1200.0,0.0,626.7805377062069,1200.0,
11,0.0,905.4951690497678,147.51959382275055,0.0,0.0,1200.0,0.0,596.2535685231206,1200.0,
13,0.0,918.5043010321731,116.99987531912917,0.0,0.0,1200.0,0.0,575.3831754314291,1200.0,
14,0.0,925.031154410864,116.99992277874844,0.0,0.0,1200.0,0.0,553.8162338919506,1200.0,
17,0.0,928.4733340174834,58.93249973058326,0.0,0.0,1200.0,0.0,529.1976983140814,1200.0,
19,0.0,929.782790530442,56.577168946789875,0.0,0.0,1200.0,0.0,529.6539186180928,1200.0,
21,0.0,929.999984468429,54.99259700205223,0.0,0.0,1200.0,0.0,529.696592915468,1200.0,
22,0.0,928.8116774297978,51.99981123821857,0.0,0.0,1200.0,0.0,574.9832210441706,1200.0,
32,0.0,930.3306521450514,47.65126715963705,0.0,0.0,1200.0,0.0,575.2071695033691,1200.0,
35,0.0,930.3306538534863,47.65126251247262,0.0,0.0,1200.0,0.0,575.2071697831208,1200.0,
39,0.0,937.678988694813,49.651384370573446,0.0,0.0,1200.0,0.0,544.1353107764038,1200.0,
50,0.0,879.4668858342353,254.67443750058573,0.0,0.0,1200.0,0.0,538.3782247849365,1200.0,
51,0.0,869.7154075645427,212.90319701239082,0.0,0.0,1200.0,0.0,515.887902953066,1200.0,
54,0.0,872.4546900837785,205.50179299321942,0.0,0.0,1200.0,0.0,516.4467211948036,1200.0,
62,0.0,883.4916540155967,179.8326514727535,0.0,0.0,1200.0,0.0,531.7563940622339,1200.0,
69,0.0,883.4909594414617,179.83458429704777,0.0,0.0,1200.0,0.0,531.7562848434013,1200.0,
70,0.0,884.1756155891297,172.99987187088104,0.0,0.0,1200.0,0.0,580.8939329052198,1200.0,
72,0.0,884.94731582664,171.99983287913312,0.0,0.0,1200.0,0.0,580.9171679870265,1200.0,
74,0.0,883.0490873511802,165.82580075094668,0.0,0.0,1200.0,0.0,582.53157544394,1200.0,
78,0.0,885.2198347377686,163.7294764430683,0.0,0.0,1200.0,0.0,635.9199435530667,1200.0,
82,0.0,888.0000056451466,156.5098922101872,0.0,0.0,1200.0,0.0,636.7394974361068,1200.0,
83,0.0,968.5069309766668,24.999905515046546,0.0,0.0,1200.0,0.0,648.1496072503082,1200.0,
88,0.0,968.5069295954105,24.999908877504083,0.0,0.0,1200.0,0.0,648.1496070346432,1200.0,
91,0.0,972.4746665798222,15.52405710985707,0.0,0.0,1200.0,0.0,648.7414978986884,1200.0,
121,0.0,968.9999005678814,25.48269004361756,0.0,0.0,1200.0,0.0,648.3516895339263,1200.0,
123,0.0,968.7748588858947,25.508760470627063,0.0,0.0,1200.0,0.0,648.6220744187444,1200.0,
140,0.0,945.9999505387232,0.0,0.0,0.0,1200.0,0.0,600.8602656191488,1200.0,
207,0.0,953.8798078656673,0.0,0.0,0.0,1190.5747294933751,0.0,569.6286256006358,1200.0,
210,0.0,952.8567317496917,0.0,0.0,0.0,1192.6661425782295,0.0,568.2794101114513,1200.0,
212,0.0,951.728367365589,0.0,0.0,0.0,1195.3490076311637,0.0,566.776624145506,1200.0,
264,0.0,952.3476471142758,0.0,0.0,0.0,1193.8446845969916,0.0,567.6068304700956,1200.0,
324,0.0,951.8188389789161,0.0,0.0,0.0,1195.6167997819005,0.0,566.9111143745946,1200.0,
352,0.0,951.8204036395962,0.0,0.0,0.0,1195.6584949883447,0.0,566.8893383261122,1200.0,
366,0.0,970.185120779483,107.25159319460403,0.0,0.0,1200.0,0.0,564.9843693568123,1200.0,
367,0.0,970.1847712225056,107.25242269378911,0.0,0.0,1200.0,0.0,564.9843204442678,1200.0,
370,0.0,970.18477122038,107.25242269883283,0.0,0.0,1200.0,0.0,564.9843204439703,1200.0,
444,0.0,971.7914626470732,103.97219459879466,0.0,0.0,1200.0,0.0,565.3892173432866,1200.0,
494,0.0,971.7914474360141,103.97221654503275,0.0,0.0,1200.0,0.0,565.3892120195499,1200.0,
512,0.0,973.9999142323815,98.45102690221131,0.0,0.0,1200.0,0.0,565.8442726553372,1200.0,
705,0.0,973.9999139037552,98.45515553752075,0.0,0.0,1200.0,0.0,565.8437332971467,1200.0,
953,0.0,973.9234841490068,98.66699548691159,0.0,0.0,1200.0,0.0,565.6324689158824,1200.0,
